Year,Gender,Age_Group,Employment_Status,Average_Employed
2022,Female,55-64 years,Unemployed total,25.35797505
2022,Female,15-64 years,Employed full time,3567.113981
2022,Female,15-64 years,Employed part time,2652.45022
2022,Female,15-64 years,Not in the labour force  (NILF) ,1972.997614
2022,Female,15-64 years,Unemployed total,240.6443513
2022,Female,65 years and over,Employed full time,79.55467288
2022,Female,65 years and over,Employed part time,177.8232855
2022,Female,65 years and over,Not in the labour force  (NILF) ,2099.878124
2022,Female,65 years and over,Unemployed total,5.118251375
2023,Female,15-19 years,Employed full time,65.47631258
2023,Female,15-19 years,Employed part time,351.9941654
2023,Female,15-19 years,Not in the labour force  (NILF) ,310.3776785
2023,Female,15-19 years,Unemployed total,51.73926032
2023,Female,20-24 years,Employed full time,338.992849
2023,Female,20-24 years,Employed part time,310.193568
2023,Female,20-24 years,Not in the labour force  (NILF) ,151.0388882
2023,Female,20-24 years,Unemployed total,33.88044504
2023,Female,25-29 years,Employed full time,551.7291586
2023,Female,25-29 years,Employed part time,217.6701586
2023,Female,25-29 years,Not in the labour force  (NILF) ,148.1912523
2023,Female,25-29 years,Unemployed total,31.49084735
2023,Female,30-34 years,Employed full time,507.7515944
2023,Female,30-34 years,Employed part time,279.5646301
2023,Female,30-34 years,Not in the labour force  (NILF) ,190.7608834
2023,Female,30-34 years,Unemployed total,21.77439226
2023,Female,35-39 years,Employed full time,461.6158232
2023,Female,35-39 years,Employed part time,315.2403333
2023,Female,35-39 years,Not in the labour force  (NILF) ,176.2612987
2023,Female,35-39 years,Unemployed total,23.99479493
2023,Female,40-44 years,Employed full time,449.5906555
2023,Female,40-44 years,Employed part time,278.5942444
2023,Female,40-44 years,Not in the labour force  (NILF) ,154.2672169
2023,Female,40-44 years,Unemployed total,16.61738326
2023,Female,45-49 years,Employed full time,436.31041
2023,Female,45-49 years,Employed part time,230.3423673
2023,Female,45-49 years,Not in the labour force  (NILF) ,134.1634481
2023,Female,45-49 years,Unemployed total,17.43844138
2023,Female,50-54 years,Employed full time,418.3576969
2023,Female,50-54 years,Employed part time,249.9096918
2023,Female,50-54 years,Not in the labour force  (NILF) ,165.8588049
2023,Female,50-54 years,Unemployed total,18.43172313
2023,Female,55-59 years,Employed full time,326.5936577
2023,Female,55-59 years,Employed part time,225.435685
2023,Female,55-59 years,Not in the labour force  (NILF) ,211.2717692
2023,Female,55-59 years,Unemployed total,13.7421381
2023,Female,60-64 years,Employed full time,196.4635222
2023,Female,60-64 years,Employed part time,212.8605562
2023,Female,60-64 years,Not in the labour force  (NILF) ,356.2271032
2023,Female,60-64 years,Unemployed total,13.41323523
2023,Female,15-24 years,Employed full time,404.4691616
2023,Female,15-24 years,Employed part time,662.1877334
2023,Female,15-24 years,Not in the labour force  (NILF) ,461.4165667
2023,Female,15-24 years,Unemployed total,85.61970539
2023,Female,25-34 years,Employed full time,1059.480753
2023,Female,25-34 years,Employed part time,497.2347887
2023,Female,25-34 years,Not in the labour force  (NILF) ,338.9521356
2023,Female,25-34 years,Unemployed total,53.2652396
2023,Female,35-44 years,Employed full time,911.2064786
2023,Female,35-44 years,Employed part time,593.8345777
2023,Female,35-44 years,Not in the labour force  (NILF) ,330.5285157
2023,Female,35-44 years,Unemployed total,40.61217818
2023,Female,45-54 years,Employed full time,854.6681069
2023,Female,45-54 years,Employed part time,480.2520591
2023,Female,45-54 years,Not in the labour force  (NILF) ,300.0222531
2023,Female,45-54 years,Unemployed total,35.87016453
2023,Female,55-64 years,Employed full time,523.0571799
2023,Female,55-64 years,Employed part time,438.2962412
2023,Female,55-64 years,Not in the labour force  (NILF) ,567.4988724
2023,Female,55-64 years,Unemployed total,27.15537333
2023,Female,15-64 years,Employed full time,3752.88168
2023,Female,15-64 years,Employed part time,2671.8054
2023,Female,15-64 years,Not in the labour force  (NILF) ,1998.418344
2023,Female,15-64 years,Unemployed total,242.522661
2023,Female,65 years and over,Employed full time,89.96398433
2023,Female,65 years and over,Employed part time,187.9905557
2023,Female,65 years and over,Not in the labour force  (NILF) ,2149.304874
2023,Female,65 years and over,Unemployed total,5.902586217
2024,Female,15-19 years,Employed full time,56.27183075
2024,Female,15-19 years,Employed part time,361.4987077
2024,Female,15-19 years,Not in the labour force  (NILF) ,327.7843486
2024,Female,15-19 years,Unemployed total,59.17211321
2024,Female,20-24 years,Employed full time,321.1472402
2024,Female,20-24 years,Employed part time,335.9927666
2024,Female,20-24 years,Not in the labour force  (NILF) ,164.2458856
2024,Female,20-24 years,Unemployed total,39.82010794
2024,Female,25-29 years,Employed full time,553.8357661
2024,Female,25-29 years,Employed part time,245.6551369
2024,Female,25-29 years,Not in the labour force  (NILF) ,152.2918655
2024,Female,25-29 years,Unemployed total,32.4158568
2024,Female,30-34 years,Employed full time,523.9189933
2024,Female,30-34 years,Employed part time,279.720039
2024,Female,30-34 years,Not in the labour force  (NILF) ,193.8900669
2024,Female,30-34 years,Unemployed total,27.11915093
2024,Female,35-39 years,Employed full time,483.2731231
2024,Female,35-39 years,Employed part time,318.2623226
2024,Female,35-39 years,Not in the labour force  (NILF) ,171.8629367
2024,Female,35-39 years,Unemployed total,23.90599283
2024,Female,40-44 years,Employed full time,453.1605226
2024,Female,40-44 years,Employed part time,290.6683584
2024,Female,40-44 years,Not in the labour force  (NILF) ,159.75511
2024,Female,40-44 years,Unemployed total,24.12175909
2024,Female,45-49 years,Employed full time,445.1355233
2024,Female,45-49 years,Employed part time,216.5559323
2024,Female,45-49 years,Not in the labour force  (NILF) ,142.3378025
2024,Female,45-49 years,Unemployed total,19.78424191
2024,Female,50-54 years,Employed full time,425.6961291
2024,Female,50-54 years,Employed part time,250.5785705
2024,Female,50-54 years,Not in the labour force  (NILF) ,162.4334578
2024,Female,50-54 years,Unemployed total,18.5738427
2024,Female,55-59 years,Employed full time,338.4338215
2024,Female,55-59 years,Employed part time,221.4965357
2024,Female,55-59 years,Not in the labour force  (NILF) ,204.2588754
2024,Female,55-59 years,Unemployed total,16.0153924
2024,Female,60-64 years,Employed full time,195.7007752
2024,Female,60-64 years,Employed part time,222.3084035
2024,Female,60-64 years,Not in the labour force  (NILF) ,352.1896565
2024,Female,60-64 years,Unemployed total,15.42253995
2024,Female,15-24 years,Employed full time,377.419071
2024,Female,15-24 years,Employed part time,697.4914743
2024,Female,15-24 years,Not in the labour force  (NILF) ,492.0302341
2024,Female,15-24 years,Unemployed total,98.99222113
2024,Female,25-34 years,Employed full time,1077.75476
2024,Female,25-34 years,Employed part time,525.3751759
2024,Female,25-34 years,Not in the labour force  (NILF) ,346.1819324
2024,Female,25-34 years,Unemployed total,59.53500771
2024,Female,35-44 years,Employed full time,936.4336457
2024,Female,35-44 years,Employed part time,608.9306809
2024,Female,35-44 years,Not in the labour force  (NILF) ,331.6180467
2024,Female,35-44 years,Unemployed total,48.02775191
2024,Female,45-54 years,Employed full time,870.8316525
2024,Female,45-54 years,Employed part time,467.1345028
2024,Female,45-54 years,Not in the labour force  (NILF) ,304.7712603
2024,Female,45-54 years,Unemployed total,38.3580846
2024,Female,55-64 years,Employed full time,534.1345967
2024,Female,55-64 years,Employed part time,443.8049392
2024,Female,55-64 years,Not in the labour force  (NILF) ,556.4485319
2024,Female,55-64 years,Unemployed total,31.43793235
2024,Female,15-64 years,Employed full time,3796.573726
2024,Female,15-64 years,Employed part time,2742.736773
2024,Female,15-64 years,Not in the labour force  (NILF) ,2031.050005
2024,Female,15-64 years,Unemployed total,276.3509977
2024,Female,65 years and over,Employed full time,93.80510048
2024,Female,65 years and over,Employed part time,211.8304682
2024,Female,65 years and over,Not in the labour force  (NILF) ,2181.889608
2024,Female,65 years and over,Unemployed total,7.611573538
1978,Male,15-19 years,Employed full time,292.07
1978,Male,15-19 years,Employed part time,55.82
1978,Male,15-19 years,Not in the labour force  (NILF) ,243.99
1978,Male,15-19 years,Unemployed total,65.33
1978,Male,20-24 years,Employed full time,466.08
1978,Male,20-24 years,Employed part time,27.22
1978,Male,20-24 years,Not in the labour force  (NILF) ,56.74
1978,Male,20-24 years,Unemployed total,46.48
1978,Male,25-29 years,Employed full time,513.57
1978,Male,25-29 years,Employed part time,17.04
1978,Male,25-29 years,Not in the labour force  (NILF) ,24.64
1978,Male,25-29 years,Unemployed total,25.47
1978,Male,30-34 years,Employed full time,507.73
1978,Male,30-34 years,Employed part time,13.12
1978,Male,30-34 years,Not in the labour force  (NILF) ,18.73
1978,Male,30-34 years,Unemployed total,18.2
1978,Male,35-39 years,Employed full time,408.72
1978,Male,35-39 years,Employed part time,9.39
1978,Male,35-39 years,Not in the labour force  (NILF) ,15.88
1978,Male,35-39 years,Unemployed total,12.72
1978,Male,40-44 years,Employed full time,356.17
1978,Male,40-44 years,Employed part time,8.22
1978,Male,40-44 years,Not in the labour force  (NILF) ,16.95
1978,Male,40-44 years,Unemployed total,12.47
1978,Male,45-49 years,Employed full time,347.62
1978,Male,45-49 years,Employed part time,8.44
1978,Male,45-49 years,Not in the labour force  (NILF) ,23.32
1978,Male,45-49 years,Unemployed total,10.8
1978,Male,50-54 years,Employed full time,334.96
1978,Male,50-54 years,Employed part time,9.74
1978,Male,50-54 years,Not in the labour force  (NILF) ,39.33
1978,Male,50-54 years,Unemployed total,11.62
1978,Male,55-59 years,Employed full time,265.11
1978,Male,55-59 years,Employed part time,12.2
1978,Male,55-59 years,Not in the labour force  (NILF) ,57.91
1978,Male,55-59 years,Unemployed total,10.45
1978,Male,60-64 years,Employed full time,148.02
1978,Male,60-64 years,Employed part time,13.48
1978,Male,60-64 years,Not in the labour force  (NILF) ,114.94
1978,Male,60-64 years,Unemployed total,5.97
1978,Male,15-24 years,Employed full time,758.15
1978,Male,15-24 years,Employed part time,83.04
1978,Male,15-24 years,Not in the labour force  (NILF) ,300.72
1978,Male,15-24 years,Unemployed total,111.81
1978,Male,25-34 years,Employed full time,1021.29
1978,Male,25-34 years,Employed part time,30.16
1978,Male,25-34 years,Not in the labour force  (NILF) ,43.37
1978,Male,25-34 years,Unemployed total,43.67
1978,Male,35-44 years,Employed full time,764.89
1978,Male,35-44 years,Employed part time,17.62
1978,Male,35-44 years,Not in the labour force  (NILF) ,32.83
1978,Male,35-44 years,Unemployed total,25.19
1978,Male,45-54 years,Employed full time,682.58
1978,Male,45-54 years,Employed part time,18.18
1978,Male,45-54 years,Not in the labour force  (NILF) ,62.65
1978,Male,45-54 years,Unemployed total,22.42
1978,Male,55-64 years,Employed full time,413.13
1978,Male,55-64 years,Employed part time,25.68
1978,Male,55-64 years,Not in the labour force  (NILF) ,172.85
1978,Male,55-64 years,Unemployed total,16.42
1978,Male,15-64 years,Employed full time,3640.04
1978,Male,15-64 years,Employed part time,174.67
1978,Male,15-64 years,Not in the labour force  (NILF) ,612.41
1978,Male,15-64 years,Unemployed total,219.5
1978,Male,65 years and over,Employed full time,42.83
1978,Male,65 years and over,Employed part time,25.56
1978,Male,65 years and over,Not in the labour force  (NILF) ,489.2
1978,Male,65 years and over,Unemployed total,1.32
1979,Male,15-19 years,Employed full time,298.22
1979,Male,15-19 years,Employed part time,57.57
1979,Male,15-19 years,Not in the labour force  (NILF) ,236.89
1979,Male,15-19 years,Unemployed total,66.85
1979,Male,20-24 years,Employed full time,482.08
1979,Male,20-24 years,Employed part time,25.65
1979,Male,20-24 years,Not in the labour force  (NILF) ,55.44
1979,Male,20-24 years,Unemployed total,47.87
1979,Male,25-29 years,Employed full time,518.63
1979,Male,25-29 years,Employed part time,18.1
1979,Male,25-29 years,Not in the labour force  (NILF) ,23.62
1979,Male,25-29 years,Unemployed total,25.73
1979,Male,30-34 years,Employed full time,522.9
1979,Male,30-34 years,Employed part time,13.22
1979,Male,30-34 years,Not in the labour force  (NILF) ,20.97
1979,Male,30-34 years,Unemployed total,17.02
1979,Male,35-39 years,Employed full time,423.18
1979,Male,35-39 years,Employed part time,9.85
1979,Male,35-39 years,Not in the labour force  (NILF) ,16.5
1979,Male,35-39 years,Unemployed total,11.69
1979,Male,40-44 years,Employed full time,364.8
1979,Male,40-44 years,Employed part time,7.8
1979,Male,40-44 years,Not in the labour force  (NILF) ,19.28
1979,Male,40-44 years,Unemployed total,9.6
1979,Male,45-49 years,Employed full time,340.6
1979,Male,45-49 years,Employed part time,7.97
1979,Male,45-49 years,Not in the labour force  (NILF) ,24.44
1979,Male,45-49 years,Unemployed total,9.77
1979,Male,50-54 years,Employed full time,333.44
1979,Male,50-54 years,Employed part time,11.9
1979,Male,50-54 years,Not in the labour force  (NILF) ,40.84
1979,Male,50-54 years,Unemployed total,9.05
1979,Male,55-59 years,Employed full time,271.86
1979,Male,55-59 years,Employed part time,12.01
1979,Male,55-59 years,Not in the labour force  (NILF) ,64.05
1979,Male,55-59 years,Unemployed total,9.76
1979,Male,60-64 years,Employed full time,133.69
1979,Male,60-64 years,Employed part time,13.16
1979,Male,60-64 years,Not in the labour force  (NILF) ,127.7
1979,Male,60-64 years,Unemployed total,5.54
1979,Male,15-24 years,Employed full time,780.3
1979,Male,15-24 years,Employed part time,83.22
1979,Male,15-24 years,Not in the labour force  (NILF) ,292.33
1979,Male,15-24 years,Unemployed total,114.72
1979,Male,25-34 years,Employed full time,1041.53
1979,Male,25-34 years,Employed part time,31.32
1979,Male,25-34 years,Not in the labour force  (NILF) ,44.59
1979,Male,25-34 years,Unemployed total,42.75
1979,Male,35-44 years,Employed full time,787.98
1979,Male,35-44 years,Employed part time,17.65
1979,Male,35-44 years,Not in the labour force  (NILF) ,35.78
1979,Male,35-44 years,Unemployed total,21.3
1979,Male,45-54 years,Employed full time,674.05
1979,Male,45-54 years,Employed part time,19.87
1979,Male,45-54 years,Not in the labour force  (NILF) ,65.28
1979,Male,45-54 years,Unemployed total,18.82
1979,Male,55-64 years,Employed full time,405.55
1979,Male,55-64 years,Employed part time,25.17
1979,Male,55-64 years,Not in the labour force  (NILF) ,191.75
1979,Male,55-64 years,Unemployed total,15.29
1979,Male,15-64 years,Employed full time,3689.41
1979,Male,15-64 years,Employed part time,177.23
1979,Male,15-64 years,Not in the labour force  (NILF) ,629.72
1979,Male,15-64 years,Unemployed total,212.88
1979,Male,65 years and over,Employed full time,41.26
1979,Male,65 years and over,Employed part time,24.47
1979,Male,65 years and over,Not in the labour force  (NILF) ,509.79
1979,Male,65 years and over,Unemployed total,1.21
1980,Male,15-19 years,Employed full time,300.53
1980,Male,15-19 years,Employed part time,62.84
1980,Male,15-19 years,Not in the labour force  (NILF) ,227.51
1980,Male,15-19 years,Unemployed total,65.24
1980,Male,20-24 years,Employed full time,494.89
1980,Male,20-24 years,Employed part time,29.37
1980,Male,20-24 years,Not in the labour force  (NILF) ,53.52
1980,Male,20-24 years,Unemployed total,48.42
1980,Male,25-29 years,Employed full time,526.93
1980,Male,25-29 years,Employed part time,16.31
1980,Male,25-29 years,Not in the labour force  (NILF) ,25.92
1980,Male,25-29 years,Unemployed total,26.47
1980,Male,30-34 years,Employed full time,535.7
1980,Male,30-34 years,Employed part time,13.84
1980,Male,30-34 years,Not in the labour force  (NILF) ,22.64
1980,Male,30-34 years,Unemployed total,18.77
1980,Male,35-39 years,Employed full time,434.62
1980,Male,35-39 years,Employed part time,10.45
1980,Male,35-39 years,Not in the labour force  (NILF) ,21.13
1980,Male,35-39 years,Unemployed total,13.38
1980,Male,40-44 years,Employed full time,377.14
1980,Male,40-44 years,Employed part time,7.79
1980,Male,40-44 years,Not in the labour force  (NILF) ,18.37
1980,Male,40-44 years,Unemployed total,8.42
1980,Male,45-49 years,Employed full time,334.76
1980,Male,45-49 years,Employed part time,8.21
1980,Male,45-49 years,Not in the labour force  (NILF) ,24.75
1980,Male,45-49 years,Unemployed total,9.48
1980,Male,50-54 years,Employed full time,333.28
1980,Male,50-54 years,Employed part time,10.38
1980,Male,50-54 years,Not in the labour force  (NILF) ,40.57
1980,Male,50-54 years,Unemployed total,9.14
1980,Male,55-59 years,Employed full time,280.25
1980,Male,55-59 years,Employed part time,13.34
1980,Male,55-59 years,Not in the labour force  (NILF) ,63.49
1980,Male,55-59 years,Unemployed total,8.27
1980,Male,60-64 years,Employed full time,126.74
1980,Male,60-64 years,Employed part time,14.53
1980,Male,60-64 years,Not in the labour force  (NILF) ,137.59
1980,Male,60-64 years,Unemployed total,4.9
1980,Male,15-24 years,Employed full time,795.42
1980,Male,15-24 years,Employed part time,92.21
1980,Male,15-24 years,Not in the labour force  (NILF) ,281.03
1980,Male,15-24 years,Unemployed total,113.67
1980,Male,25-34 years,Employed full time,1062.63
1980,Male,25-34 years,Employed part time,30.15
1980,Male,25-34 years,Not in the labour force  (NILF) ,48.57
1980,Male,25-34 years,Unemployed total,45.24
1980,Male,35-44 years,Employed full time,811.77
1980,Male,35-44 years,Employed part time,18.24
1980,Male,35-44 years,Not in the labour force  (NILF) ,39.5
1980,Male,35-44 years,Unemployed total,21.8
1980,Male,45-54 years,Employed full time,668.04
1980,Male,45-54 years,Employed part time,18.59
1980,Male,45-54 years,Not in the labour force  (NILF) ,65.32
1980,Male,45-54 years,Unemployed total,18.62
1980,Male,55-64 years,Employed full time,406.99
1980,Male,55-64 years,Employed part time,27.87
1980,Male,55-64 years,Not in the labour force  (NILF) ,201.09
1980,Male,55-64 years,Unemployed total,13.17
1980,Male,15-64 years,Employed full time,3744.85
1980,Male,15-64 years,Employed part time,187.06
1980,Male,15-64 years,Not in the labour force  (NILF) ,635.51
1980,Male,15-64 years,Unemployed total,212.5
1980,Male,65 years and over,Employed full time,43.14
1980,Male,65 years and over,Employed part time,22.7
1980,Male,65 years and over,Not in the labour force  (NILF) ,528.76
1980,Male,65 years and over,Unemployed total,0.98
1981,Male,15-19 years,Employed full time,308.62
1981,Male,15-19 years,Employed part time,62.31
1981,Male,15-19 years,Not in the labour force  (NILF) ,221.52
1981,Male,15-19 years,Unemployed total,58.31
1981,Male,20-24 years,Employed full time,514.48
1981,Male,20-24 years,Employed part time,29.17
1981,Male,20-24 years,Not in the labour force  (NILF) ,53.84
1981,Male,20-24 years,Unemployed total,45.36
1981,Male,25-29 years,Employed full time,533.87
1981,Male,25-29 years,Employed part time,19.14
1981,Male,25-29 years,Not in the labour force  (NILF) ,29.38
1981,Male,25-29 years,Unemployed total,27.58
1981,Male,30-34 years,Employed full time,550.19
1981,Male,30-34 years,Employed part time,14.06
1981,Male,30-34 years,Not in the labour force  (NILF) ,25.13
1981,Male,30-34 years,Unemployed total,18.23
1981,Male,35-39 years,Employed full time,457.53
1981,Male,35-39 years,Employed part time,10.72
1981,Male,35-39 years,Not in the labour force  (NILF) ,21.51
1981,Male,35-39 years,Unemployed total,11.45
1981,Male,40-44 years,Employed full time,386.1
1981,Male,40-44 years,Employed part time,9.22
1981,Male,40-44 years,Not in the labour force  (NILF) ,20.14
1981,Male,40-44 years,Unemployed total,9.67
1981,Male,45-49 years,Employed full time,330.93
1981,Male,45-49 years,Employed part time,8.7
1981,Male,45-49 years,Not in the labour force  (NILF) ,27.41
1981,Male,45-49 years,Unemployed total,9.15
1981,Male,50-54 years,Employed full time,329.7
1981,Male,50-54 years,Employed part time,10.92
1981,Male,50-54 years,Not in the labour force  (NILF) ,42.23
1981,Male,50-54 years,Unemployed total,9.52
1981,Male,55-59 years,Employed full time,277.27
1981,Male,55-59 years,Employed part time,12.81
1981,Male,55-59 years,Not in the labour force  (NILF) ,69.37
1981,Male,55-59 years,Unemployed total,9.94
1981,Male,60-64 years,Employed full time,128.58
1981,Male,60-64 years,Employed part time,13.71
1981,Male,60-64 years,Not in the labour force  (NILF) ,145.27
1981,Male,60-64 years,Unemployed total,5.65
1981,Male,15-24 years,Employed full time,823.11
1981,Male,15-24 years,Employed part time,91.48
1981,Male,15-24 years,Not in the labour force  (NILF) ,275.36
1981,Male,15-24 years,Unemployed total,103.67
1981,Male,25-34 years,Employed full time,1084.06
1981,Male,25-34 years,Employed part time,33.21
1981,Male,25-34 years,Not in the labour force  (NILF) ,54.51
1981,Male,25-34 years,Unemployed total,45.81
1981,Male,35-44 years,Employed full time,843.64
1981,Male,35-44 years,Employed part time,19.94
1981,Male,35-44 years,Not in the labour force  (NILF) ,41.65
1981,Male,35-44 years,Unemployed total,21.12
1981,Male,45-54 years,Employed full time,660.63
1981,Male,45-54 years,Employed part time,19.62
1981,Male,45-54 years,Not in the labour force  (NILF) ,69.64
1981,Male,45-54 years,Unemployed total,18.67
1981,Male,55-64 years,Employed full time,405.85
1981,Male,55-64 years,Employed part time,26.52
1981,Male,55-64 years,Not in the labour force  (NILF) ,214.64
1981,Male,55-64 years,Unemployed total,15.6
1981,Male,15-64 years,Employed full time,3817.29
1981,Male,15-64 years,Employed part time,190.77
1981,Male,15-64 years,Not in the labour force  (NILF) ,655.8
1981,Male,15-64 years,Unemployed total,204.86
1981,Male,65 years and over,Employed full time,42.19
1981,Male,65 years and over,Employed part time,22.82
1981,Male,65 years and over,Not in the labour force  (NILF) ,547.66
1981,Male,65 years and over,Unemployed total,0.93
1982,Male,15-19 years,Employed full time,286.03
1982,Male,15-19 years,Employed part time,63.55
1982,Male,15-19 years,Not in the labour force  (NILF) ,227.12
1982,Male,15-19 years,Unemployed total,72.23
1982,Male,20-24 years,Employed full time,501.78
1982,Male,20-24 years,Employed part time,31.39
1982,Male,20-24 years,Not in the labour force  (NILF) ,59.34
1982,Male,20-24 years,Unemployed total,62.94
1982,Male,25-29 years,Employed full time,529.42
1982,Male,25-29 years,Employed part time,21.84
1982,Male,25-29 years,Not in the labour force  (NILF) ,30.86
1982,Male,25-29 years,Unemployed total,39.69
1982,Male,30-34 years,Employed full time,545.38
1982,Male,30-34 years,Employed part time,16.68
1982,Male,30-34 years,Not in the labour force  (NILF) ,23.64
1982,Male,30-34 years,Unemployed total,25.11
1982,Male,35-39 years,Employed full time,479.85
1982,Male,35-39 years,Employed part time,15.44
1982,Male,35-39 years,Not in the labour force  (NILF) ,24.79
1982,Male,35-39 years,Unemployed total,19.24
1982,Male,40-44 years,Employed full time,392.48
1982,Male,40-44 years,Employed part time,11.07
1982,Male,40-44 years,Not in the labour force  (NILF) ,23.75
1982,Male,40-44 years,Unemployed total,14.35
1982,Male,45-49 years,Employed full time,332.14
1982,Male,45-49 years,Employed part time,8.5
1982,Male,45-49 years,Not in the labour force  (NILF) ,29.17
1982,Male,45-49 years,Unemployed total,11.62
1982,Male,50-54 years,Employed full time,321.66
1982,Male,50-54 years,Employed part time,12.07
1982,Male,50-54 years,Not in the labour force  (NILF) ,42.77
1982,Male,50-54 years,Unemployed total,12.44
1982,Male,55-59 years,Employed full time,273.01
1982,Male,55-59 years,Employed part time,13.78
1982,Male,55-59 years,Not in the labour force  (NILF) ,74
1982,Male,55-59 years,Unemployed total,11.26
1982,Male,60-64 years,Employed full time,127.41
1982,Male,60-64 years,Employed part time,13.91
1982,Male,60-64 years,Not in the labour force  (NILF) ,158.31
1982,Male,60-64 years,Unemployed total,5.55
1982,Male,15-24 years,Employed full time,787.81
1982,Male,15-24 years,Employed part time,94.94
1982,Male,15-24 years,Not in the labour force  (NILF) ,286.47
1982,Male,15-24 years,Unemployed total,135.18
1982,Male,25-34 years,Employed full time,1074.8
1982,Male,25-34 years,Employed part time,38.52
1982,Male,25-34 years,Not in the labour force  (NILF) ,54.5
1982,Male,25-34 years,Unemployed total,64.8
1982,Male,35-44 years,Employed full time,872.32
1982,Male,35-44 years,Employed part time,26.5
1982,Male,35-44 years,Not in the labour force  (NILF) ,48.54
1982,Male,35-44 years,Unemployed total,33.6
1982,Male,45-54 years,Employed full time,653.8
1982,Male,45-54 years,Employed part time,20.57
1982,Male,45-54 years,Not in the labour force  (NILF) ,71.95
1982,Male,45-54 years,Unemployed total,24.06
1982,Male,55-64 years,Employed full time,400.42
1982,Male,55-64 years,Employed part time,27.68
1982,Male,55-64 years,Not in the labour force  (NILF) ,232.31
1982,Male,55-64 years,Unemployed total,16.82
1982,Male,15-64 years,Employed full time,3789.16
1982,Male,15-64 years,Employed part time,208.22
1982,Male,15-64 years,Not in the labour force  (NILF) ,693.76
1982,Male,15-64 years,Unemployed total,274.45
1982,Male,65 years and over,Employed full time,38.16
1982,Male,65 years and over,Employed part time,22.01
1982,Male,65 years and over,Not in the labour force  (NILF) ,569.15
1982,Male,65 years and over,Unemployed total,0.77
1983,Male,15-19 years,Employed full time,239.61
1983,Male,15-19 years,Employed part time,66.7
1983,Male,15-19 years,Not in the labour force  (NILF) ,247.04
1983,Male,15-19 years,Unemployed total,95.49
1983,Male,20-24 years,Employed full time,471.92
1983,Male,20-24 years,Employed part time,31.79
1983,Male,20-24 years,Not in the labour force  (NILF) ,59.6
1983,Male,20-24 years,Unemployed total,99.46
1983,Male,25-29 years,Employed full time,519.23
1983,Male,25-29 years,Employed part time,22.22
1983,Male,25-29 years,Not in the labour force  (NILF) ,30.26
1983,Male,25-29 years,Unemployed total,59.4
1983,Male,30-34 years,Employed full time,532.23
1983,Male,30-34 years,Employed part time,19.02
1983,Male,30-34 years,Not in the labour force  (NILF) ,25.78
1983,Male,30-34 years,Unemployed total,40.1
1983,Male,35-39 years,Employed full time,497.05
1983,Male,35-39 years,Employed part time,16.34
1983,Male,35-39 years,Not in the labour force  (NILF) ,25.8
1983,Male,35-39 years,Unemployed total,32.76
1983,Male,40-44 years,Employed full time,393.97
1983,Male,40-44 years,Employed part time,11.72
1983,Male,40-44 years,Not in the labour force  (NILF) ,25.61
1983,Male,40-44 years,Unemployed total,24.35
1983,Male,45-49 years,Employed full time,329.71
1983,Male,45-49 years,Employed part time,9.85
1983,Male,45-49 years,Not in the labour force  (NILF) ,30.23
1983,Male,45-49 years,Unemployed total,20.27
1983,Male,50-54 years,Employed full time,306.62
1983,Male,50-54 years,Employed part time,11.98
1983,Male,50-54 years,Not in the labour force  (NILF) ,41.84
1983,Male,50-54 years,Unemployed total,21.93
1983,Male,55-59 years,Employed full time,260.11
1983,Male,55-59 years,Employed part time,15.49
1983,Male,55-59 years,Not in the labour force  (NILF) ,80.94
1983,Male,55-59 years,Unemployed total,19.45
1983,Male,60-64 years,Employed full time,118.42
1983,Male,60-64 years,Employed part time,14.31
1983,Male,60-64 years,Not in the labour force  (NILF) ,175.59
1983,Male,60-64 years,Unemployed total,10.42
1983,Male,15-24 years,Employed full time,711.53
1983,Male,15-24 years,Employed part time,98.49
1983,Male,15-24 years,Not in the labour force  (NILF) ,306.64
1983,Male,15-24 years,Unemployed total,194.95
1983,Male,25-34 years,Employed full time,1051.47
1983,Male,25-34 years,Employed part time,41.24
1983,Male,25-34 years,Not in the labour force  (NILF) ,56.04
1983,Male,25-34 years,Unemployed total,99.49
1983,Male,35-44 years,Employed full time,891.02
1983,Male,35-44 years,Employed part time,28.05
1983,Male,35-44 years,Not in the labour force  (NILF) ,51.41
1983,Male,35-44 years,Unemployed total,57.11
1983,Male,45-54 years,Employed full time,636.33
1983,Male,45-54 years,Employed part time,21.84
1983,Male,45-54 years,Not in the labour force  (NILF) ,72.07
1983,Male,45-54 years,Unemployed total,42.2
1983,Male,55-64 years,Employed full time,378.53
1983,Male,55-64 years,Employed part time,29.8
1983,Male,55-64 years,Not in the labour force  (NILF) ,256.53
1983,Male,55-64 years,Unemployed total,29.86
1983,Male,15-64 years,Employed full time,3668.88
1983,Male,15-64 years,Employed part time,219.43
1983,Male,15-64 years,Not in the labour force  (NILF) ,742.69
1983,Male,15-64 years,Unemployed total,423.63
1983,Male,65 years and over,Employed full time,37.35
1983,Male,65 years and over,Employed part time,21.19
1983,Male,65 years and over,Not in the labour force  (NILF) ,584.29
1983,Male,65 years and over,Unemployed total,1.13
1984,Male,15-19 years,Employed full time,239.12
1984,Male,15-19 years,Employed part time,69.32
1984,Male,15-19 years,Not in the labour force  (NILF) ,253.19
1984,Male,15-19 years,Unemployed total,90.16
1984,Male,20-24 years,Employed full time,479.98
