Month,Labour.force.status...previous.month,Labour.force.status.current.month,Persons.current.month..000.
Feb-16,Incoming rotation group,Employed full-time,966
Feb-16,Incoming rotation group,Employed part-time,435.5
Feb-16,Incoming rotation group,Unemployed,110.5
Feb-16,Incoming rotation group,Not in the labour force (NILF),801.4
Feb-16,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Feb-16,Incoming rotation group,Outgoing Rotation Group,0
Jan-16,Employed full-time,Employed full-time,6137.6
Jan-16,Employed full-time,Employed part-time,383.8
Jan-16,Employed full-time,Unemployed,49.6
Jan-16,Employed full-time,Not in the labour force (NILF),138.7
Jan-16,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Jan-16,Employed full-time,Outgoing Rotation Group,0
Jan-16,Employed part-time,Employed full-time,322.4
Jan-16,Employed part-time,Employed part-time,2359.6
Jan-16,Employed part-time,Unemployed,71.2
Jan-16,Employed part-time,Not in the labour force (NILF),232.6
Jan-16,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Jan-16,Employed part-time,Outgoing Rotation Group,0
Jan-16,Unemployed,Employed full-time,29.3
Jan-16,Unemployed,Employed part-time,55.6
Jan-16,Unemployed,Unemployed,342.6
Jan-16,Unemployed,Not in the labour force (NILF),135
Jan-16,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Jan-16,Unemployed,Outgoing Rotation Group,0
Jan-16,Not in the labour force (NILF),Employed full-time,78.2
Jan-16,Not in the labour force (NILF),Employed part-time,133.7
Jan-16,Not in the labour force (NILF),Unemployed,148.5
Jan-16,Not in the labour force (NILF),Not in the labour force (NILF),4694.3
Jan-16,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Jan-16,Not in the labour force (NILF),Outgoing Rotation Group,0
Jan-16,Unmatched in common sample (responded in current month but not in previous),Employed full-time,630.3
Jan-16,Unmatched in common sample (responded in current month but not in previous),Employed part-time,246.9
Jan-16,Unmatched in common sample (responded in current month but not in previous),Unemployed,94.9
Jan-16,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),795.3
Jan-16,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Jan-16,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Jan-16,Incoming rotation group,Employed full-time,957.2
Jan-16,Incoming rotation group,Employed part-time,424.8
Jan-16,Incoming rotation group,Unemployed,109.2
Jan-16,Incoming rotation group,Not in the labour force (NILF),852.6
Jan-16,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Jan-16,Incoming rotation group,Outgoing Rotation Group,0
Dec-15,Employed full-time,Employed full-time,6294.8
Dec-15,Employed full-time,Employed part-time,301.9
Dec-15,Employed full-time,Unemployed,29.7
Dec-15,Employed full-time,Not in the labour force (NILF),104.8
Dec-15,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Dec-15,Employed full-time,Outgoing Rotation Group,0
Dec-15,Employed part-time,Employed full-time,361.1
Dec-15,Employed part-time,Employed part-time,2503.3
Dec-15,Employed part-time,Unemployed,39.7
Dec-15,Employed part-time,Not in the labour force (NILF),172
Dec-15,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Dec-15,Employed part-time,Outgoing Rotation Group,0
Dec-15,Unemployed,Employed full-time,38
Dec-15,Unemployed,Employed part-time,71.4
Dec-15,Unemployed,Unemployed,332.1
Dec-15,Unemployed,Not in the labour force (NILF),114.2
Dec-15,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Dec-15,Unemployed,Outgoing Rotation Group,0
Dec-15,Not in the labour force (NILF),Employed full-time,77.6
Dec-15,Not in the labour force (NILF),Employed part-time,146.1
Dec-15,Not in the labour force (NILF),Unemployed,152.9
Dec-15,Not in the labour force (NILF),Not in the labour force (NILF),4812.8
Dec-15,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Dec-15,Not in the labour force (NILF),Outgoing Rotation Group,0
Dec-15,Unmatched in common sample (responded in current month but not in previous),Employed full-time,587.7
Dec-15,Unmatched in common sample (responded in current month but not in previous),Employed part-time,217.1
Dec-15,Unmatched in common sample (responded in current month but not in previous),Unemployed,54.8
Dec-15,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),720.8
Dec-15,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Dec-15,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Dec-15,Incoming rotation group,Employed full-time,989.9
Dec-15,Incoming rotation group,Employed part-time,436.2
Dec-15,Incoming rotation group,Unemployed,93.8
Dec-15,Incoming rotation group,Not in the labour force (NILF),739
Dec-15,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Dec-15,Incoming rotation group,Outgoing Rotation Group,0
Nov-15,Employed full-time,Employed full-time,6176.6
Nov-15,Employed full-time,Employed part-time,294.8
Nov-15,Employed full-time,Unemployed,32.7
Nov-15,Employed full-time,Not in the labour force (NILF),76.3
Nov-15,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Nov-15,Employed full-time,Outgoing Rotation Group,0
Nov-15,Employed part-time,Employed full-time,342.7
Nov-15,Employed part-time,Employed part-time,2503.4
Nov-15,Employed part-time,Unemployed,51.4
Nov-15,Employed part-time,Not in the labour force (NILF),137.3
Nov-15,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Nov-15,Employed part-time,Outgoing Rotation Group,0
Nov-15,Unemployed,Employed full-time,42.2
Nov-15,Unemployed,Employed part-time,59.7
Nov-15,Unemployed,Unemployed,336.4
Nov-15,Unemployed,Not in the labour force (NILF),134.6
Nov-15,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Nov-15,Unemployed,Outgoing Rotation Group,0
Nov-15,Not in the labour force (NILF),Employed full-time,68.4
Nov-15,Not in the labour force (NILF),Employed part-time,132.3
Nov-15,Not in the labour force (NILF),Unemployed,140.9
Nov-15,Not in the labour force (NILF),Not in the labour force (NILF),4824.5
Nov-15,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Nov-15,Not in the labour force (NILF),Outgoing Rotation Group,0
Nov-15,Unmatched in common sample (responded in current month but not in previous),Employed full-time,579.8
Nov-15,Unmatched in common sample (responded in current month but not in previous),Employed part-time,249.1
Nov-15,Unmatched in common sample (responded in current month but not in previous),Unemployed,52.9
Nov-15,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),788.5
Nov-15,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Nov-15,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Nov-15,Incoming rotation group,Employed full-time,1011.5
Nov-15,Incoming rotation group,Employed part-time,474.7
Nov-15,Incoming rotation group,Unemployed,74.8
Nov-15,Incoming rotation group,Not in the labour force (NILF),784.3
Nov-15,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Nov-15,Incoming rotation group,Outgoing Rotation Group,0
Oct-15,Employed full-time,Employed full-time,6068.3
Oct-15,Employed full-time,Employed part-time,321.8
Oct-15,Employed full-time,Unemployed,33.9
Oct-15,Employed full-time,Not in the labour force (NILF),78.5
Oct-15,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Oct-15,Employed full-time,Outgoing Rotation Group,0
Oct-15,Employed part-time,Employed full-time,320.6
Oct-15,Employed part-time,Employed part-time,2460.1
Oct-15,Employed part-time,Unemployed,39
Oct-15,Employed part-time,Not in the labour force (NILF),143
Oct-15,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Oct-15,Employed part-time,Outgoing Rotation Group,0
Oct-15,Unemployed,Employed full-time,56
Oct-15,Unemployed,Employed part-time,67.2
Oct-15,Unemployed,Unemployed,355.5
Oct-15,Unemployed,Not in the labour force (NILF),121.7
Oct-15,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Oct-15,Unemployed,Outgoing Rotation Group,0
Oct-15,Not in the labour force (NILF),Employed full-time,69.6
Oct-15,Not in the labour force (NILF),Employed part-time,150.8
Oct-15,Not in the labour force (NILF),Unemployed,135.8
Oct-15,Not in the labour force (NILF),Not in the labour force (NILF),4804.5
Oct-15,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Oct-15,Not in the labour force (NILF),Outgoing Rotation Group,0
Oct-15,Unmatched in common sample (responded in current month but not in previous),Employed full-time,614.7
Oct-15,Unmatched in common sample (responded in current month but not in previous),Employed part-time,261
Oct-15,Unmatched in common sample (responded in current month but not in previous),Unemployed,69.7
Oct-15,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),866.1
Oct-15,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Oct-15,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Oct-15,Incoming rotation group,Employed full-time,1013.1
Oct-15,Incoming rotation group,Employed part-time,462.5
Oct-15,Incoming rotation group,Unemployed,79.9
Oct-15,Incoming rotation group,Not in the labour force (NILF),754.9
Oct-15,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Oct-15,Incoming rotation group,Outgoing Rotation Group,0
Sep-15,Employed full-time,Employed full-time,5990.3
Sep-15,Employed full-time,Employed part-time,273
Sep-15,Employed full-time,Unemployed,30.9
Sep-15,Employed full-time,Not in the labour force (NILF),78.4
Sep-15,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Sep-15,Employed full-time,Outgoing Rotation Group,0
Sep-15,Employed part-time,Employed full-time,299.9
Sep-15,Employed part-time,Employed part-time,2439.7
Sep-15,Employed part-time,Unemployed,34.7
Sep-15,Employed part-time,Not in the labour force (NILF),137
Sep-15,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Sep-15,Employed part-time,Outgoing Rotation Group,0
Sep-15,Unemployed,Employed full-time,43.1
Sep-15,Unemployed,Employed part-time,69
Sep-15,Unemployed,Unemployed,361.7
Sep-15,Unemployed,Not in the labour force (NILF),119.9
Sep-15,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Sep-15,Unemployed,Outgoing Rotation Group,0
Sep-15,Not in the labour force (NILF),Employed full-time,71
Sep-15,Not in the labour force (NILF),Employed part-time,154.8
Sep-15,Not in the labour force (NILF),Unemployed,147.9
Sep-15,Not in the labour force (NILF),Not in the labour force (NILF),4821.5
Sep-15,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Sep-15,Not in the labour force (NILF),Outgoing Rotation Group,0
Sep-15,Unmatched in common sample (responded in current month but not in previous),Employed full-time,720.3
Sep-15,Unmatched in common sample (responded in current month but not in previous),Employed part-time,281.4
Sep-15,Unmatched in common sample (responded in current month but not in previous),Unemployed,77.5
Sep-15,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),875.4
Sep-15,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Sep-15,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Sep-15,Incoming rotation group,Employed full-time,982.9
Sep-15,Incoming rotation group,Employed part-time,445.6
Sep-15,Incoming rotation group,Unemployed,100.8
Sep-15,Incoming rotation group,Not in the labour force (NILF),769.8
Sep-15,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Sep-15,Incoming rotation group,Outgoing Rotation Group,0
Aug-15,Employed full-time,Employed full-time,6030.3
Aug-15,Employed full-time,Employed part-time,352.3
Aug-15,Employed full-time,Unemployed,44.7
Aug-15,Employed full-time,Not in the labour force (NILF),93
Aug-15,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Aug-15,Employed full-time,Outgoing Rotation Group,0
Aug-15,Employed part-time,Employed full-time,316
Aug-15,Employed part-time,Employed part-time,2382.1
Aug-15,Employed part-time,Unemployed,45.5
Aug-15,Employed part-time,Not in the labour force (NILF),164.2
Aug-15,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Aug-15,Employed part-time,Outgoing Rotation Group,0
Aug-15,Unemployed,Employed full-time,47.8
Aug-15,Unemployed,Employed part-time,71.7
Aug-15,Unemployed,Unemployed,362.3
Aug-15,Unemployed,Not in the labour force (NILF),130.1
Aug-15,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Aug-15,Unemployed,Outgoing Rotation Group,0
Aug-15,Not in the labour force (NILF),Employed full-time,69.8
Aug-15,Not in the labour force (NILF),Employed part-time,144.1
Aug-15,Not in the labour force (NILF),Unemployed,140.1
Aug-15,Not in the labour force (NILF),Not in the labour force (NILF),4754.3
Aug-15,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Aug-15,Not in the labour force (NILF),Outgoing Rotation Group,0
Aug-15,Unmatched in common sample (responded in current month but not in previous),Employed full-time,625.8
Aug-15,Unmatched in common sample (responded in current month but not in previous),Employed part-time,248.8
Aug-15,Unmatched in common sample (responded in current month but not in previous),Unemployed,65.5
Aug-15,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),856.7
Aug-15,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Aug-15,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Aug-15,Incoming rotation group,Employed full-time,962.1
Aug-15,Incoming rotation group,Employed part-time,451.9
Aug-15,Incoming rotation group,Unemployed,102.2
Aug-15,Incoming rotation group,Not in the labour force (NILF),841.8
Aug-15,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Aug-15,Incoming rotation group,Outgoing Rotation Group,0
Jul-15,Employed full-time,Employed full-time,5738.8
Jul-15,Employed full-time,Employed part-time,287.3
Jul-15,Employed full-time,Unemployed,43.9
Jul-15,Employed full-time,Not in the labour force (NILF),80.1
Jul-15,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Jul-15,Employed full-time,Outgoing Rotation Group,0
Jul-15,Employed part-time,Employed full-time,348
Jul-15,Employed part-time,Employed part-time,2313.3
Jul-15,Employed part-time,Unemployed,46.6
Jul-15,Employed part-time,Not in the labour force (NILF),141.8
Jul-15,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Jul-15,Employed part-time,Outgoing Rotation Group,0
Jul-15,Unemployed,Employed full-time,35.2
Jul-15,Unemployed,Employed part-time,47.5
Jul-15,Unemployed,Unemployed,351.8
Jul-15,Unemployed,Not in the labour force (NILF),118.4
Jul-15,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Jul-15,Unemployed,Outgoing Rotation Group,0
Jul-15,Not in the labour force (NILF),Employed full-time,73
Jul-15,Not in the labour force (NILF),Employed part-time,129.5
Jul-15,Not in the labour force (NILF),Unemployed,140.9
Jul-15,Not in the labour force (NILF),Not in the labour force (NILF),4453.7
Jul-15,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Jul-15,Not in the labour force (NILF),Outgoing Rotation Group,0
Jul-15,Unmatched in common sample (responded in current month but not in previous),Employed full-time,911.9
Jul-15,Unmatched in common sample (responded in current month but not in previous),Employed part-time,398.8
Jul-15,Unmatched in common sample (responded in current month but not in previous),Unemployed,88.2
Jul-15,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),1080.2
Jul-15,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Jul-15,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Jul-15,Incoming rotation group,Employed full-time,1040.6
Jul-15,Incoming rotation group,Employed part-time,436
Jul-15,Incoming rotation group,Unemployed,99.6
Jul-15,Incoming rotation group,Not in the labour force (NILF),874.5
Jul-15,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Jul-15,Incoming rotation group,Outgoing Rotation Group,0
Jun-15,Employed full-time,Employed full-time,6166.8
Jun-15,Employed full-time,Employed part-time,304.7
Jun-15,Employed full-time,Unemployed,33
Jun-15,Employed full-time,Not in the labour force (NILF),81.2
Jun-15,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Jun-15,Employed full-time,Outgoing Rotation Group,0
Jun-15,Employed part-time,Employed full-time,304.2
Jun-15,Employed part-time,Employed part-time,2497.4
Jun-15,Employed part-time,Unemployed,47.7
Jun-15,Employed part-time,Not in the labour force (NILF),148.9
Jun-15,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Jun-15,Employed part-time,Outgoing Rotation Group,0
Jun-15,Unemployed,Employed full-time,36.8
Jun-15,Unemployed,Employed part-time,49.4
Jun-15,Unemployed,Unemployed,347.7
Jun-15,Unemployed,Not in the labour force (NILF),132.5
Jun-15,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Jun-15,Unemployed,Outgoing Rotation Group,0
Jun-15,Not in the labour force (NILF),Employed full-time,58.2
Jun-15,Not in the labour force (NILF),Employed part-time,116.5
Jun-15,Not in the labour force (NILF),Unemployed,129.4
Jun-15,Not in the labour force (NILF),Not in the labour force (NILF),4769.9
Jun-15,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Jun-15,Not in the labour force (NILF),Outgoing Rotation Group,0
Jun-15,Unmatched in common sample (responded in current month but not in previous),Employed full-time,566.7
Jun-15,Unmatched in common sample (responded in current month but not in previous),Employed part-time,223.1
Jun-15,Unmatched in common sample (responded in current month but not in previous),Unemployed,65.7
Jun-15,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),833.5
Jun-15,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Jun-15,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Jun-15,Incoming rotation group,Employed full-time,952.7
Jun-15,Incoming rotation group,Employed part-time,476.4
Jun-15,Incoming rotation group,Unemployed,106.2
Jun-15,Incoming rotation group,Not in the labour force (NILF),807.5
Jun-15,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Jun-15,Incoming rotation group,Outgoing Rotation Group,0
May-15,Employed full-time,Employed full-time,6059.2
May-15,Employed full-time,Employed part-time,304.1
May-15,Employed full-time,Unemployed,35.1
May-15,Employed full-time,Not in the labour force (NILF),63.9
May-15,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
May-15,Employed full-time,Outgoing Rotation Group,0
May-15,Employed part-time,Employed full-time,339
May-15,Employed part-time,Employed part-time,2455.7
May-15,Employed part-time,Unemployed,37.8
May-15,Employed part-time,Not in the labour force (NILF),139.2
May-15,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
May-15,Employed part-time,Outgoing Rotation Group,0
May-15,Unemployed,Employed full-time,49.7
May-15,Unemployed,Employed part-time,87.1
May-15,Unemployed,Unemployed,331.4
May-15,Unemployed,Not in the labour force (NILF),125.4
May-15,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
May-15,Unemployed,Outgoing Rotation Group,0
May-15,Not in the labour force (NILF),Employed full-time,73.9
May-15,Not in the labour force (NILF),Employed part-time,157.9
May-15,Not in the labour force (NILF),Unemployed,147.6
May-15,Not in the labour force (NILF),Not in the labour force (NILF),4721.8
May-15,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
May-15,Not in the labour force (NILF),Outgoing Rotation Group,0
May-15,Unmatched in common sample (responded in current month but not in previous),Employed full-time,645.2
May-15,Unmatched in common sample (responded in current month but not in previous),Employed part-time,242.2
May-15,Unmatched in common sample (responded in current month but not in previous),Unemployed,73.8
May-15,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),846.3
May-15,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
May-15,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
May-15,Incoming rotation group,Employed full-time,942.2
May-15,Incoming rotation group,Employed part-time,425.4
May-15,Incoming rotation group,Unemployed,104.3
May-15,Incoming rotation group,Not in the labour force (NILF),828.5
May-15,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
May-15,Incoming rotation group,Outgoing Rotation Group,0
Apr-15,Employed full-time,Employed full-time,6095.4
Apr-15,Employed full-time,Employed part-time,322.2
Apr-15,Employed full-time,Unemployed,41
Apr-15,Employed full-time,Not in the labour force (NILF),84.3
Apr-15,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Apr-15,Employed full-time,Outgoing Rotation Group,0
Apr-15,Employed part-time,Employed full-time,317.8
Apr-15,Employed part-time,Employed part-time,2452.5
Apr-15,Employed part-time,Unemployed,54.3
Apr-15,Employed part-time,Not in the labour force (NILF),150
Apr-15,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Apr-15,Employed part-time,Outgoing Rotation Group,0
Apr-15,Unemployed,Employed full-time,40.1
Apr-15,Unemployed,Employed part-time,71.3
Apr-15,Unemployed,Unemployed,378.4
Apr-15,Unemployed,Not in the labour force (NILF),150.5
Apr-15,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Apr-15,Unemployed,Outgoing Rotation Group,0
Apr-15,Not in the labour force (NILF),Employed full-time,61.6
Apr-15,Not in the labour force (NILF),Employed part-time,137.8
Apr-15,Not in the labour force (NILF),Unemployed,145.6
Apr-15,Not in the labour force (NILF),Not in the labour force (NILF),4779.5
Apr-15,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Apr-15,Not in the labour force (NILF),Outgoing Rotation Group,0
Apr-15,Unmatched in common sample (responded in current month but not in previous),Employed full-time,583.5
Apr-15,Unmatched in common sample (responded in current month but not in previous),Employed part-time,223.2
Apr-15,Unmatched in common sample (responded in current month but not in previous),Unemployed,55.6
Apr-15,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),801.5
Apr-15,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Apr-15,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Apr-15,Incoming rotation group,Employed full-time,959.3
Apr-15,Incoming rotation group,Employed part-time,446.9
Apr-15,Incoming rotation group,Unemployed,89.9
Apr-15,Incoming rotation group,Not in the labour force (NILF),775.4
Apr-15,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Apr-15,Incoming rotation group,Outgoing Rotation Group,0
Mar-15,Employed full-time,Employed full-time,6089.9
Mar-15,Employed full-time,Employed part-time,335.8
Mar-15,Employed full-time,Unemployed,28.8
Mar-15,Employed full-time,Not in the labour force (NILF),86.2
Mar-15,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Mar-15,Employed full-time,Outgoing Rotation Group,0
Mar-15,Employed part-time,Employed full-time,293.2
Mar-15,Employed part-time,Employed part-time,2399.9
Mar-15,Employed part-time,Unemployed,51.3
Mar-15,Employed part-time,Not in the labour force (NILF),153.2
Mar-15,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Mar-15,Employed part-time,Outgoing Rotation Group,0
Mar-15,Unemployed,Employed full-time,54.6
Mar-15,Unemployed,Employed part-time,75.8
Mar-15,Unemployed,Unemployed,384.9
Mar-15,Unemployed,Not in the labour force (NILF),151.3
Mar-15,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Mar-15,Unemployed,Outgoing Rotation Group,0
Mar-15,Not in the labour force (NILF),Employed full-time,42.1
Mar-15,Not in the labour force (NILF),Employed part-time,124
Mar-15,Not in the labour force (NILF),Unemployed,161.1
Mar-15,Not in the labour force (NILF),Not in the labour force (NILF),4665.2
Mar-15,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Mar-15,Not in the labour force (NILF),Outgoing Rotation Group,0
Mar-15,Unmatched in common sample (responded in current month but not in previous),Employed full-time,649.2
Mar-15,Unmatched in common sample (responded in current month but not in previous),Employed part-time,259.7
Mar-15,Unmatched in common sample (responded in current month but not in previous),Unemployed,81
Mar-15,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),856.5
Mar-15,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Mar-15,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Mar-15,Incoming rotation group,Employed full-time,947.9
Mar-15,Incoming rotation group,Employed part-time,426
Mar-15,Incoming rotation group,Unemployed,101.7
Mar-15,Incoming rotation group,Not in the labour force (NILF),778.8
Mar-15,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Mar-15,Incoming rotation group,Outgoing Rotation Group,0
Feb-15,Employed full-time,Employed full-time,5931
Feb-15,Employed full-time,Employed part-time,286
Feb-15,Employed full-time,Unemployed,38.3
Feb-15,Employed full-time,Not in the labour force (NILF),67.4
Feb-15,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Feb-15,Employed full-time,Outgoing Rotation Group,0
Feb-15,Employed part-time,Employed full-time,338.6
Feb-15,Employed part-time,Employed part-time,2252.1
Feb-15,Employed part-time,Unemployed,41.1
Feb-15,Employed part-time,Not in the labour force (NILF),124.2
Feb-15,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Feb-15,Employed part-time,Outgoing Rotation Group,0
Feb-15,Unemployed,Employed full-time,61.8
Feb-15,Unemployed,Employed part-time,85.4
Feb-15,Unemployed,Unemployed,370.9
Feb-15,Unemployed,Not in the labour force (NILF),128.7
Feb-15,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Feb-15,Unemployed,Outgoing Rotation Group,0
Feb-15,Not in the labour force (NILF),Employed full-time,103.3
Feb-15,Not in the labour force (NILF),Employed part-time,187
Feb-15,Not in the labour force (NILF),Unemployed,200.8
Feb-15,Not in the labour force (NILF),Not in the labour force (NILF),4666.8
Feb-15,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Feb-15,Not in the labour force (NILF),Outgoing Rotation Group,0
Feb-15,Unmatched in common sample (responded in current month but not in previous),Employed full-time,689
Feb-15,Unmatched in common sample (responded in current month but not in previous),Employed part-time,294.8
Feb-15,Unmatched in common sample (responded in current month but not in previous),Unemployed,81.3
Feb-15,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),874.7
Feb-15,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Feb-15,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Feb-15,Incoming rotation group,Employed full-time,1029.1
Feb-15,Incoming rotation group,Employed part-time,466.1
Feb-15,Incoming rotation group,Unemployed,105.2
Feb-15,Incoming rotation group,Not in the labour force (NILF),745.2
Feb-15,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Feb-15,Incoming rotation group,Outgoing Rotation Group,0
Jan-15,Employed full-time,Employed full-time,5942.2
Jan-15,Employed full-time,Employed part-time,352.2
Jan-15,Employed full-time,Unemployed,59.5
Jan-15,Employed full-time,Not in the labour force (NILF),132.7
Jan-15,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Jan-15,Employed full-time,Outgoing Rotation Group,0
Jan-15,Employed part-time,Employed full-time,310.4
Jan-15,Employed part-time,Employed part-time,2232.5
Jan-15,Employed part-time,Unemployed,67.7
Jan-15,Employed part-time,Not in the labour force (NILF),229.7
Jan-15,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Jan-15,Employed part-time,Outgoing Rotation Group,0
Jan-15,Unemployed,Employed full-time,30.7
Jan-15,Unemployed,Employed part-time,47.3
Jan-15,Unemployed,Unemployed,355.3
Jan-15,Unemployed,Not in the labour force (NILF),135.8
Jan-15,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Jan-15,Unemployed,Outgoing Rotation Group,0
Jan-15,Not in the labour force (NILF),Employed full-time,68.5
Jan-15,Not in the labour force (NILF),Employed part-time,133.3
Jan-15,Not in the labour force (NILF),Unemployed,156.3
Jan-15,Not in the labour force (NILF),Not in the labour force (NILF),4686.1
Jan-15,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Jan-15,Not in the labour force (NILF),Outgoing Rotation Group,0
