Year,Gender,Age_Group,Employ_Status,Average_Employed
2008,Female,15-19 years,Employed part time,281.7595323
2008,Female,15-19 years,Not in the labour force  (NILF) ,282.4475756
2008,Female,15-19 years,Unemployed,54.57598264
2008,Female,20-24 years,Employed full time,345.2027858
2008,Female,20-24 years,Employed part time,207.0102059
2008,Female,20-24 years,Not in the labour force  (NILF) ,159.2902638
2008,Female,20-24 years,Unemployed,31.87982783
2008,Female,25-29 years,Employed full time,396.6491023
2008,Female,25-29 years,Employed part time,140.1700085
2008,Female,25-29 years,Not in the labour force  (NILF) ,178.0165292
2008,Female,25-29 years,Unemployed,25.6254434
2008,Female,30-34 years,Employed full time,309.7790344
2008,Female,30-34 years,Employed part time,195.0043249
2008,Female,30-34 years,Not in the labour force  (NILF) ,202.5678861
2008,Female,30-34 years,Unemployed,22.99117132
2008,Female,35-39 years,Employed full time,282.0062625
2008,Female,35-39 years,Employed part time,266.7499182
2008,Female,35-39 years,Not in the labour force  (NILF) ,226.1960068
2008,Female,35-39 years,Unemployed,24.21339585
2008,Female,40-44 years,Employed full time,296.7836297
2008,Female,40-44 years,Employed part time,269.9461148
2008,Female,40-44 years,Not in the labour force  (NILF) ,166.062684
2008,Female,40-44 years,Unemployed,22.65632154
2008,Female,45-49 years,Employed full time,342.9774776
2008,Female,45-49 years,Employed part time,253.4679334
2008,Female,45-49 years,Not in the labour force  (NILF) ,156.7933227
2008,Female,45-49 years,Unemployed,22.09859966
2008,Female,50-54 years,Employed full time,305.2068558
2008,Female,50-54 years,Employed part time,205.1196473
2008,Female,50-54 years,Not in the labour force  (NILF) ,179.7510827
2008,Female,50-54 years,Unemployed,15.25749754
2008,Female,55-59 years,Employed full time,207.751114
2008,Female,55-59 years,Employed part time,172.7266296
2008,Female,55-59 years,Not in the labour force  (NILF) ,250.4363385
2008,Female,55-59 years,Unemployed,6.982167925
2008,Female,60-64 years,Employed full time,94.01228183
2008,Female,60-64 years,Employed part time,112.3346883
2008,Female,60-64 years,Not in the labour force  (NILF) ,346.1348803
2008,Female,60-64 years,Unemployed,5.033566208
2008,Female,15-24 years,Employed full time,429.972862
2008,Female,15-24 years,Employed part time,488.7697381
2008,Female,15-24 years,Not in the labour force  (NILF) ,441.7378394
2008,Female,15-24 years,Unemployed,86.45581046
2008,Female,25-34 years,Employed full time,706.4281366
2008,Female,25-34 years,Employed part time,335.1743334
2008,Female,25-34 years,Not in the labour force  (NILF) ,380.5844153
2008,Female,25-34 years,Unemployed,48.61661471
2008,Female,35-44 years,Employed full time,578.7898922
2008,Female,35-44 years,Employed part time,536.6960331
2008,Female,35-44 years,Not in the labour force  (NILF) ,392.2586908
2008,Female,35-44 years,Unemployed,46.86971739
2008,Female,45-54 years,Employed full time,648.1843334
2008,Female,45-54 years,Employed part time,458.5875807
2008,Female,45-54 years,Not in the labour force  (NILF) ,336.5444054
2008,Female,45-54 years,Unemployed,37.3560972
2008,Female,55-64 years,Employed full time,301.7633959
2008,Female,55-64 years,Employed part time,285.0613179
2008,Female,55-64 years,Not in the labour force  (NILF) ,596.5712188
2008,Female,55-64 years,Unemployed,12.01573413
2008,Female,65 years and over,Employed full time,24.07231221
2008,Female,65 years and over,Employed part time,57.2235086
2008,Female,65 years and over,Not in the labour force  (NILF) ,1451.015622
2008,Female,65 years and over,Unemployed,0.99914035
2009,Female,15-19 years,Employed full time,78.51547641
2009,Female,15-19 years,Employed part time,272.9220063
2009,Female,15-19 years,Not in the labour force  (NILF) ,296.7287515
2009,Female,15-19 years,Unemployed,62.11526584
2009,Female,20-24 years,Employed full time,318.8142637
2009,Female,20-24 years,Employed part time,226.3930787
2009,Female,20-24 years,Not in the labour force  (NILF) ,179.8251201
2009,Female,20-24 years,Unemployed,41.41245421
2009,Female,25-29 years,Employed full time,406.7855553
2009,Female,25-29 years,Employed part time,142.0374968
2009,Female,25-29 years,Not in the labour force  (NILF) ,192.6650337
2009,Female,25-29 years,Unemployed,33.49849753
2009,Female,30-34 years,Employed full time,306.364388
2009,Female,30-34 years,Employed part time,193.9789144
2009,Female,30-34 years,Not in the labour force  (NILF) ,210.8856829
2009,Female,30-34 years,Unemployed,26.76726468
2009,Female,35-39 years,Employed full time,289.5695726
2009,Female,35-39 years,Employed part time,272.8471507
2009,Female,35-39 years,Not in the labour force  (NILF) ,213.647834
2009,Female,35-39 years,Unemployed,30.28502604
2009,Female,40-44 years,Employed full time,288.3103507
2009,Female,40-44 years,Employed part time,275.860294
2009,Female,40-44 years,Not in the labour force  (NILF) ,173.2661525
2009,Female,40-44 years,Unemployed,24.79378614
2009,Female,45-49 years,Employed full time,338.8730912
2009,Female,45-49 years,Employed part time,264.7227179
2009,Female,45-49 years,Not in the labour force  (NILF) ,153.1719016
2009,Female,45-49 years,Unemployed,26.11403935
2009,Female,50-54 years,Employed full time,312.7550288
2009,Female,50-54 years,Employed part time,214.2680753
2009,Female,50-54 years,Not in the labour force  (NILF) ,177.6813332
2009,Female,50-54 years,Unemployed,16.71264598
2009,Female,55-59 years,Employed full time,224.4179105
2009,Female,55-59 years,Employed part time,173.5594112
2009,Female,55-59 years,Not in the labour force  (NILF) ,237.5756036
2009,Female,55-59 years,Unemployed,12.81490809
2009,Female,60-64 years,Employed full time,102.8626893
2009,Female,60-64 years,Employed part time,129.4091653
2009,Female,60-64 years,Not in the labour force  (NILF) ,340.6912482
2009,Female,60-64 years,Unemployed,5.825063933
2009,Female,15-24 years,Employed full time,397.3297401
2009,Female,15-24 years,Employed part time,499.3150849
2009,Female,15-24 years,Not in the labour force  (NILF) ,476.5538716
2009,Female,15-24 years,Unemployed,103.52772
2009,Female,25-34 years,Employed full time,713.1499433
2009,Female,25-34 years,Employed part time,336.0164112
2009,Female,25-34 years,Not in the labour force  (NILF) ,403.5507166
2009,Female,25-34 years,Unemployed,60.26576222
2009,Female,35-44 years,Employed full time,577.8799233
2009,Female,35-44 years,Employed part time,548.7074447
2009,Female,35-44 years,Not in the labour force  (NILF) ,386.9139865
2009,Female,35-44 years,Unemployed,55.07881218
2009,Female,45-54 years,Employed full time,651.6281201
2009,Female,45-54 years,Employed part time,478.9907932
2009,Female,45-54 years,Not in the labour force  (NILF) ,330.8532347
2009,Female,45-54 years,Unemployed,42.82668533
2009,Female,55-64 years,Employed full time,327.2805997
2009,Female,55-64 years,Employed part time,302.9685764
2009,Female,55-64 years,Not in the labour force  (NILF) ,578.2668518
2009,Female,55-64 years,Unemployed,18.63997202
2009,Female,65 years and over,Employed full time,29.11131121
2009,Female,65 years and over,Employed part time,64.01270028
2009,Female,65 years and over,Not in the labour force  (NILF) ,1480.862567
2009,Female,65 years and over,Unemployed,0.928255325
2010,Female,15-19 years,Employed full time,73.30527133
2010,Female,15-19 years,Employed part time,269.5817545
2010,Female,15-19 years,Not in the labour force  (NILF) ,300.9165617
2010,Female,15-19 years,Unemployed,66.34441251
2010,Female,20-24 years,Employed full time,316.6616301
2010,Female,20-24 years,Employed part time,229.7619918
2010,Female,20-24 years,Not in the labour force  (NILF) ,187.7206186
2010,Female,20-24 years,Unemployed,44.99250945
2010,Female,25-29 years,Employed full time,403.6047674
2010,Female,25-29 years,Employed part time,157.1705179
2010,Female,25-29 years,Not in the labour force  (NILF) ,203.7665304
2010,Female,25-29 years,Unemployed,34.21101767
2010,Female,30-34 years,Employed full time,302.9062509
2010,Female,30-34 years,Employed part time,204.0956693
2010,Female,30-34 years,Not in the labour force  (NILF) ,215.3087848
2010,Female,30-34 years,Unemployed,26.58596165
2010,Female,35-39 years,Employed full time,286.8158547
2010,Female,35-39 years,Employed part time,270.3581079
2010,Female,35-39 years,Not in the labour force  (NILF) ,221.5866772
2010,Female,35-39 years,Unemployed,24.63952691
2010,Female,40-44 years,Employed full time,293.1151008
2010,Female,40-44 years,Employed part time,272.3089247
2010,Female,40-44 years,Not in the labour force  (NILF) ,184.6474465
2010,Female,40-44 years,Unemployed,25.89761141
2010,Female,45-49 years,Employed full time,342.0344075
2010,Female,45-49 years,Employed part time,259.3881742
2010,Female,45-49 years,Not in the labour force  (NILF) ,158.6510478
2010,Female,45-49 years,Unemployed,22.72537048
2010,Female,50-54 years,Employed full time,322.2584418
2010,Female,50-54 years,Employed part time,224.7740342
2010,Female,50-54 years,Not in the labour force  (NILF) ,171.0525805
2010,Female,50-54 years,Unemployed,19.44511025
2010,Female,55-59 years,Employed full time,227.6741862
2010,Female,55-59 years,Employed part time,187.6752474
2010,Female,55-59 years,Not in the labour force  (NILF) ,234.303738
2010,Female,55-59 years,Unemployed,10.65607852
2010,Female,60-64 years,Employed full time,110.2213477
2010,Female,60-64 years,Employed part time,137.8484339
2010,Female,60-64 years,Not in the labour force  (NILF) ,342.6374056
2010,Female,60-64 years,Unemployed,7.249479442
2010,Female,15-24 years,Employed full time,389.9669014
2010,Female,15-24 years,Employed part time,499.3437463
2010,Female,15-24 years,Not in the labour force  (NILF) ,488.6371803
2010,Female,15-24 years,Unemployed,111.336922
2010,Female,25-34 years,Employed full time,706.5110184
2010,Female,25-34 years,Employed part time,361.2661872
2010,Female,25-34 years,Not in the labour force  (NILF) ,419.0753151
2010,Female,25-34 years,Unemployed,60.79697929
2010,Female,35-44 years,Employed full time,579.9309555
2010,Female,35-44 years,Employed part time,542.6670326
2010,Female,35-44 years,Not in the labour force  (NILF) ,406.2341237
2010,Female,35-44 years,Unemployed,50.53713831
2010,Female,45-54 years,Employed full time,664.2928493
2010,Female,45-54 years,Employed part time,484.1622084
2010,Female,45-54 years,Not in the labour force  (NILF) ,329.7036283
2010,Female,45-54 years,Unemployed,42.17048072
2010,Female,55-64 years,Employed full time,337.8955339
2010,Female,55-64 years,Employed part time,325.5236813
2010,Female,55-64 years,Not in the labour force  (NILF) ,576.9411435
2010,Female,55-64 years,Unemployed,17.90555795
2010,Female,65 years and over,Employed full time,34.49292627
2010,Female,65 years and over,Employed part time,74.7811409
2010,Female,65 years and over,Not in the labour force  (NILF) ,1511.028641
2010,Female,65 years and over,Unemployed,1.341375433
2011,Female,15-19 years,Employed full time,68.87508935
2011,Female,15-19 years,Employed part time,273.4926418
2011,Female,15-19 years,Not in the labour force  (NILF) ,301.9141568
2011,Female,15-19 years,Unemployed,63.49594538
2011,Female,20-24 years,Employed full time,319.9154597
2011,Female,20-24 years,Employed part time,237.2301625
2011,Female,20-24 years,Not in the labour force  (NILF) ,184.2287155
2011,Female,20-24 years,Unemployed,45.23024566
2011,Female,25-29 years,Employed full time,426.0659816
2011,Female,25-29 years,Employed part time,164.0223745
2011,Female,25-29 years,Not in the labour force  (NILF) ,195.5074782
2011,Female,25-29 years,Unemployed,30.41616572
2011,Female,30-34 years,Employed full time,313.7994712
2011,Female,30-34 years,Employed part time,207.3884663
2011,Female,30-34 years,Not in the labour force  (NILF) ,219.1712797
2011,Female,30-34 years,Unemployed,26.66886618
2011,Female,35-39 years,Employed full time,285.7379794
2011,Female,35-39 years,Employed part time,264.9207969
2011,Female,35-39 years,Not in the labour force  (NILF) ,213.5793902
2011,Female,35-39 years,Unemployed,26.44150018
2011,Female,40-44 years,Employed full time,305.919118
2011,Female,40-44 years,Employed part time,284.4383906
2011,Female,40-44 years,Not in the labour force  (NILF) ,181.2424066
2011,Female,40-44 years,Unemployed,28.86025147
2011,Female,45-49 years,Employed full time,340.5439726
2011,Female,45-49 years,Employed part time,254.8590209
2011,Female,45-49 years,Not in the labour force  (NILF) ,157.9810993
2011,Female,45-49 years,Unemployed,23.96382393
2011,Female,50-54 years,Employed full time,329.4231826
2011,Female,50-54 years,Employed part time,226.8468792
2011,Female,50-54 years,Not in the labour force  (NILF) ,179.0682692
2011,Female,50-54 years,Unemployed,19.16500241
2011,Female,55-59 years,Employed full time,232.3749426
2011,Female,55-59 years,Employed part time,193.4787828
2011,Female,55-59 years,Not in the labour force  (NILF) ,235.0021551
2011,Female,55-59 years,Unemployed,13.75695287
2011,Female,60-64 years,Employed full time,119.6521371
2011,Female,60-64 years,Employed part time,142.0636586
2011,Female,60-64 years,Not in the labour force  (NILF) ,344.8158829
2011,Female,60-64 years,Unemployed,6.689571367
2011,Female,15-24 years,Employed full time,388.7905491
2011,Female,15-24 years,Employed part time,510.7228043
2011,Female,15-24 years,Not in the labour force  (NILF) ,486.1428723
2011,Female,15-24 years,Unemployed,108.7261911
2011,Female,25-34 years,Employed full time,739.8654528
2011,Female,25-34 years,Employed part time,371.4108407
2011,Female,25-34 years,Not in the labour force  (NILF) ,414.6787579
2011,Female,25-34 years,Unemployed,57.08503188
2011,Female,35-44 years,Employed full time,591.6570974
2011,Female,35-44 years,Employed part time,549.3591875
2011,Female,35-44 years,Not in the labour force  (NILF) ,394.8217968
2011,Female,35-44 years,Unemployed,55.30175163
2011,Female,45-54 years,Employed full time,669.9671552
2011,Female,45-54 years,Employed part time,481.7059
2011,Female,45-54 years,Not in the labour force  (NILF) ,337.0493685
2011,Female,45-54 years,Unemployed,43.12882634
2011,Female,55-64 years,Employed full time,352.0270797
2011,Female,55-64 years,Employed part time,335.5424414
2011,Female,55-64 years,Not in the labour force  (NILF) ,579.818038
2011,Female,55-64 years,Unemployed,20.44652423
2011,Female,65 years and over,Employed full time,36.72875974
2011,Female,65 years and over,Employed part time,78.16840818
2011,Female,65 years and over,Not in the labour force  (NILF) ,1555.712796
2011,Female,65 years and over,Unemployed,1.297535908
2012,Female,15-19 years,Employed full time,67.78589376
2012,Female,15-19 years,Employed part time,274.1343825
2012,Female,15-19 years,Not in the labour force  (NILF) ,308.1747403
2012,Female,15-19 years,Unemployed,60.98498341
2012,Female,20-24 years,Employed full time,317.549848
2012,Female,20-24 years,Employed part time,236.6987647
2012,Female,20-24 years,Not in the labour force  (NILF) ,192.537509
2012,Female,20-24 years,Unemployed,49.28804502
2012,Female,25-29 years,Employed full time,426.5532933
2012,Female,25-29 years,Employed part time,168.0516151
2012,Female,25-29 years,Not in the labour force  (NILF) ,208.937133
2012,Female,25-29 years,Unemployed,33.44479205
2012,Female,30-34 years,Employed full time,334.0441518
2012,Female,30-34 years,Employed part time,213.3968353
2012,Female,30-34 years,Not in the labour force  (NILF) ,216.8479897
2012,Female,30-34 years,Unemployed,27.88543983
2012,Female,35-39 years,Employed full time,285.1278287
2012,Female,35-39 years,Employed part time,263.7266899
2012,Female,35-39 years,Not in the labour force  (NILF) ,207.4039657
2012,Female,35-39 years,Unemployed,24.43934903
2012,Female,40-44 years,Employed full time,315.4305122
2012,Female,40-44 years,Employed part time,294.1875229
2012,Female,40-44 years,Not in the labour force  (NILF) ,185.4544032
2012,Female,40-44 years,Unemployed,29.17664512
2012,Female,45-49 years,Employed full time,334.5013876
2012,Female,45-49 years,Employed part time,251.2666249
2012,Female,45-49 years,Not in the labour force  (NILF) ,166.5927937
2012,Female,45-49 years,Unemployed,21.78636054
2012,Female,50-54 years,Employed full time,329.5143993
2012,Female,50-54 years,Employed part time,237.299172
2012,Female,50-54 years,Not in the labour force  (NILF) ,182.1151631
2012,Female,50-54 years,Unemployed,20.56184894
2012,Female,55-59 years,Employed full time,249.9098961
2012,Female,55-59 years,Employed part time,188.4728535
2012,Female,55-59 years,Not in the labour force  (NILF) ,236.6076583
2012,Female,55-59 years,Unemployed,15.09275877
2012,Female,60-64 years,Employed full time,122.1349974
2012,Female,60-64 years,Employed part time,144.8480053
2012,Female,60-64 years,Not in the labour force  (NILF) ,343.3173086
2012,Female,60-64 years,Unemployed,7.563188692
2012,Female,15-24 years,Employed full time,385.3357418
2012,Female,15-24 years,Employed part time,510.8331472
2012,Female,15-24 years,Not in the labour force  (NILF) ,500.7122493
2012,Female,15-24 years,Unemployed,110.2730284
2012,Female,25-34 years,Employed full time,760.5974451
2012,Female,25-34 years,Employed part time,381.4484504
2012,Female,25-34 years,Not in the labour force  (NILF) ,425.7851226
2012,Female,25-34 years,Unemployed,61.33023188
2012,Female,35-44 years,Employed full time,600.5583409
2012,Female,35-44 years,Employed part time,557.9142128
2012,Female,35-44 years,Not in the labour force  (NILF) ,392.8583688
2012,Female,35-44 years,Unemployed,53.61599415
2012,Female,45-54 years,Employed full time,664.0157869
2012,Female,45-54 years,Employed part time,488.5657968
2012,Female,45-54 years,Not in the labour force  (NILF) ,348.7079569
2012,Female,45-54 years,Unemployed,42.34820947
2012,Female,55-64 years,Employed full time,372.0448935
2012,Female,55-64 years,Employed part time,333.3208588
2012,Female,55-64 years,Not in the labour force  (NILF) ,579.9249669
2012,Female,55-64 years,Unemployed,22.65594746
2012,Female,65 years and over,Employed full time,40.87012492
2012,Female,65 years and over,Employed part time,91.74442334
2012,Female,65 years and over,Not in the labour force  (NILF) ,1596.431157
2012,Female,65 years and over,Unemployed,1.5420448
2013,Female,15-19 years,Employed full time,56.37252318
2013,Female,15-19 years,Employed part time,282.1620783
2013,Female,15-19 years,Not in the labour force  (NILF) ,315.0493872
2013,Female,15-19 years,Unemployed,60.8607613
2013,Female,20-24 years,Employed full time,299.8271764
2013,Female,20-24 years,Employed part time,254.1105028
2013,Female,20-24 years,Not in the labour force  (NILF) ,197.6725779
2013,Female,20-24 years,Unemployed,53.47415955
2013,Female,25-29 years,Employed full time,443.8046571
2013,Female,25-29 years,Employed part time,170.7232809
2013,Female,25-29 years,Not in the labour force  (NILF) ,203.0359113
2013,Female,25-29 years,Unemployed,38.34640072
2013,Female,30-34 years,Employed full time,351.4678157
2013,Female,30-34 years,Employed part time,213.7986206
2013,Female,30-34 years,Not in the labour force  (NILF) ,226.8155799
2013,Female,30-34 years,Unemployed,29.68565059
2013,Female,35-39 years,Employed full time,277.5480111
2013,Female,35-39 years,Employed part time,261.9644348
2013,Female,35-39 years,Not in the labour force  (NILF) ,210.4435604
2013,Female,35-39 years,Unemployed,27.06274368
2013,Female,40-44 years,Employed full time,324.0863829
2013,Female,40-44 years,Employed part time,293.7844179
2013,Female,40-44 years,Not in the labour force  (NILF) ,189.1781392
2013,Female,40-44 years,Unemployed,30.20197668
2013,Female,45-49 years,Employed full time,332.7746586
2013,Female,45-49 years,Employed part time,251.7100607
2013,Female,45-49 years,Not in the labour force  (NILF) ,163.7017851
2013,Female,45-49 years,Unemployed,26.51774554
2013,Female,50-54 years,Employed full time,339.184622
2013,Female,50-54 years,Employed part time,241.6698427
2013,Female,50-54 years,Not in the labour force  (NILF) ,179.9927768
2013,Female,50-54 years,Unemployed,20.84709188
2013,Female,55-59 years,Employed full time,244.3632368
2013,Female,55-59 years,Employed part time,201.768271
2013,Female,55-59 years,Not in the labour force  (NILF) ,244.4483234
2013,Female,55-59 years,Unemployed,14.44966877
2013,Female,60-64 years,Employed full time,126.0916337
2013,Female,60-64 years,Employed part time,148.1518403
2013,Female,60-64 years,Not in the labour force  (NILF) ,345.2008142
2013,Female,60-64 years,Unemployed,9.216211758
2013,Female,15-24 years,Employed full time,356.1996996
2013,Female,15-24 years,Employed part time,536.2725811
2013,Female,15-24 years,Not in the labour force  (NILF) ,512.7219651
2013,Female,15-24 years,Unemployed,114.3349209
2013,Female,25-34 years,Employed full time,795.2724727
2013,Female,25-34 years,Employed part time,384.5219014
2013,Female,25-34 years,Not in the labour force  (NILF) ,429.8514912
2013,Female,25-34 years,Unemployed,68.03205131
2013,Female,35-44 years,Employed full time,601.634394
2013,Female,35-44 years,Employed part time,555.7488527
2013,Female,35-44 years,Not in the labour force  (NILF) ,399.6216996
2013,Female,35-44 years,Unemployed,57.26472036
2013,Female,45-54 years,Employed full time,671.9592806
2013,Female,45-54 years,Employed part time,493.3799034
2013,Female,45-54 years,Not in the labour force  (NILF) ,343.6945619
2013,Female,45-54 years,Unemployed,47.36483742
2013,Female,55-64 years,Employed full time,370.4548706
2013,Female,55-64 years,Employed part time,349.9201114
2013,Female,55-64 years,Not in the labour force  (NILF) ,589.6491375
2013,Female,55-64 years,Unemployed,23.66588053
2013,Female,65 years and over,Employed full time,46.01462536
2013,Female,65 years and over,Employed part time,94.6956806
2013,Female,65 years and over,Not in the labour force  (NILF) ,1645.597916
2013,Female,65 years and over,Unemployed,1.684862067
2014,Female,15-19 years,Employed full time,52.18545879
2014,Female,15-19 years,Employed part time,278.1124389
2014,Female,15-19 years,Not in the labour force  (NILF) ,316.8172938
2014,Female,15-19 years,Unemployed,69.6225585
2014,Female,20-24 years,Employed full time,295.1090388
2014,Female,20-24 years,Employed part time,261.1743272
2014,Female,20-24 years,Not in the labour force  (NILF) ,199.4683971
2014,Female,20-24 years,Unemployed,56.6880703
2014,Female,25-29 years,Employed full time,440.7724419
2014,Female,25-29 years,Employed part time,181.3131086
2014,Female,25-29 years,Not in the labour force  (NILF) ,208.6347282
2014,Female,25-29 years,Unemployed,41.66730473
2014,Female,30-34 years,Employed full time,363.5935152
2014,Female,30-34 years,Employed part time,226.8789629
2014,Female,30-34 years,Not in the labour force  (NILF) ,228.3723413
2014,Female,30-34 years,Unemployed,30.93593063
2014,Female,35-39 years,Employed full time,280.7494314
2014,Female,35-39 years,Employed part time,255.2212305
2014,Female,35-39 years,Not in the labour force  (NILF) ,211.9663816
2014,Female,35-39 years,Unemployed,30.73520655
2014,Female,40-44 years,Employed full time,323.4002596
2014,Female,40-44 years,Employed part time,289.5166165
2014,Female,40-44 years,Not in the labour force  (NILF) ,191.0327051
2014,Female,40-44 years,Unemployed,35.28475212
2014,Female,45-49 years,Employed full time,335.7880049
2014,Female,45-49 years,Employed part time,258.9521477
2014,Female,45-49 years,Not in the labour force  (NILF) ,160.6155001
2014,Female,45-49 years,Unemployed,26.32118066
2014,Female,50-54 years,Employed full time,343.7528448
2014,Female,50-54 years,Employed part time,234.751248
2014,Female,50-54 years,Not in the labour force  (NILF) ,184.3693986
2014,Female,50-54 years,Unemployed,26.32867526
2014,Female,55-59 years,Employed full time,245.7055416
2014,Female,55-59 years,Employed part time,212.6364053
2014,Female,55-59 years,Not in the labour force  (NILF) ,244.3343006
2014,Female,55-59 years,Unemployed,17.53641922
2014,Female,60-64 years,Employed full time,128.9241084
2014,Female,60-64 years,Employed part time,148.7139581
2014,Female,60-64 years,Not in the labour force  (NILF) ,352.6027585
2014,Female,60-64 years,Unemployed,11.53642503
2014,Female,15-24 years,Employed full time,347.2944976
2014,Female,15-24 years,Employed part time,539.2867661
2014,Female,15-24 years,Not in the labour force  (NILF) ,516.2856909
2014,Female,15-24 years,Unemployed,126.3106288
2014,Female,25-34 years,Employed full time,804.3659571
2014,Female,25-34 years,Employed part time,408.1920714
2014,Female,25-34 years,Not in the labour force  (NILF) ,437.0070694
2014,Female,25-34 years,Unemployed,72.60323538
2014,Female,35-44 years,Employed full time,604.149691
2014,Female,35-44 years,Employed part time,544.737847
2014,Female,35-44 years,Not in the labour force  (NILF) ,402.9990867
2014,Female,35-44 years,Unemployed,66.01995864
2014,Female,45-54 years,Employed full time,679.5408497
2014,Female,45-54 years,Employed part time,493.7033957
2014,Female,45-54 years,Not in the labour force  (NILF) ,344.9848986
2014,Female,45-54 years,Unemployed,52.64985594
2014,Female,55-64 years,Employed full time,374.62965
2014,Female,55-64 years,Employed part time,361.3503634
2014,Female,55-64 years,Not in the labour force  (NILF) ,596.9370591
2014,Female,55-64 years,Unemployed,29.07284426
2014,Female,65 years and over,Employed full time,41.12042377
2014,Female,65 years and over,Employed part time,109.8669619
2014,Female,65 years and over,Not in the labour force  (NILF) ,1689.909495
2014,Female,65 years and over,Unemployed,2.481952242
2015,Female,15-19 years,Employed full time,53.19219531
2015,Female,15-19 years,Employed part time,281.5323327
2015,Female,15-19 years,Not in the labour force  (NILF) ,316.6114606
2015,Female,15-19 years,Unemployed,66.63826138
2015,Female,20-24 years,Employed full time,299.5652847
2015,Female,20-24 years,Employed part time,269.0016325
2015,Female,20-24 years,Not in the labour force  (NILF) ,195.219398
2015,Female,20-24 years,Unemployed,55.54618496
2015,Female,25-29 years,Employed full time,440.8423853
2015,Female,25-29 years,Employed part time,199.438546
2015,Female,25-29 years,Not in the labour force  (NILF) ,205.717411
2015,Female,25-29 years,Unemployed,42.45532443
2015,Female,30-34 years,Employed full time,379.6524585
2015,Female,30-34 years,Employed part time,236.6556249
2015,Female,30-34 years,Not in the labour force  (NILF) ,225.0115596
2015,Female,30-34 years,Unemployed,34.82044038
2015,Female,35-39 years,Employed full time,292.6191188
2015,Female,35-39 years,Employed part time,258.4427188
2015,Female,35-39 years,Not in the labour force  (NILF) ,204.9436827
2015,Female,35-39 years,Unemployed,31.98722967
2015,Female,40-44 years,Employed full time,320.8839642
2015,Female,40-44 years,Employed part time,296.1418278
2015,Female,40-44 years,Not in the labour force  (NILF) ,180.2574005
2015,Female,40-44 years,Unemployed,35.83605749
2015,Female,45-49 years,Employed full time,348.0592274
2015,Female,45-49 years,Employed part time,252.0978303
2015,Female,45-49 years,Not in the labour force  (NILF) ,166.4461037
2015,Female,45-49 years,Unemployed,29.11342188
2015,Female,50-54 years,Employed full time,346.745923
2015,Female,50-54 years,Employed part time,235.8217778
2015,Female,50-54 years,Not in the labour force  (NILF) ,181.879965
2015,Female,50-54 years,Unemployed,24.76766748
2015,Female,55-59 years,Employed full time,255.4867972
2015,Female,55-59 years,Employed part time,215.0695837
2015,Female,55-59 years,Not in the labour force  (NILF) ,248.1340374
2015,Female,55-59 years,Unemployed,17.1819151
2015,Female,60-64 years,Employed full time,130.5696807
2015,Female,60-64 years,Employed part time,166.8194059
2015,Female,60-64 years,Not in the labour force  (NILF) ,345.8937596
2015,Female,60-64 years,Unemployed,11.06740373
2015,Female,15-24 years,Employed full time,352.75748
2015,Female,15-24 years,Employed part time,550.5339652
2015,Female,15-24 years,Not in the labour force  (NILF) ,511.8308586
2015,Female,15-24 years,Unemployed,122.1844463
2015,Female,25-34 years,Employed full time,820.4948438
2015,Female,25-34 years,Employed part time,436.0941708
2015,Female,25-34 years,Not in the labour force  (NILF) ,430.7289706
2015,Female,25-34 years,Unemployed,77.27576482
2015,Female,35-44 years,Employed full time,613.5030829
2015,Female,35-44 years,Employed part time,554.5845467
2015,Female,35-44 years,Not in the labour force  (NILF) ,385.2010832
2015,Female,35-44 years,Unemployed,67.82328718
2015,Female,45-54 years,Employed full time,694.8051505
2015,Female,45-54 years,Employed part time,487.9196081
2015,Female,45-54 years,Not in the labour force  (NILF) ,348.3260687
2015,Female,45-54 years,Unemployed,53.88108937
2015,Female,55-64 years,Employed full time,386.0564779
2015,Female,55-64 years,Employed part time,381.8889896
2015,Female,55-64 years,Not in the labour force  (NILF) ,594.027797
2015,Female,55-64 years,Unemployed,28.24931883
2015,Female,65 years and over,Employed full time,49.32635192
2015,Female,65 years and over,Employed part time,111.218282
2015,Female,65 years and over,Not in the labour force  (NILF) ,1736.148281
2015,Female,65 years and over,Unemployed,2.229501742
2016,Female,15-19 years,Employed full time,52.22521069
2016,Female,15-19 years,Employed part time,285.2279554
2016,Female,15-19 years,Not in the labour force  (NILF) ,318.7613414
2016,Female,15-19 years,Unemployed,63.91632587
2016,Female,20-24 years,Employed full time,299.7012506
2016,Female,20-24 years,Employed part time,272.3481524
2016,Female,20-24 years,Not in the labour force  (NILF) ,203.0380749
2016,Female,20-24 years,Unemployed,53.49818874
2016,Female,25-29 years,Employed full time,455.0132165
2016,Female,25-29 years,Employed part time,196.3434814
2016,Female,25-29 years,Not in the labour force  (NILF) ,213.3751368
2016,Female,25-29 years,Unemployed,39.85691523
2016,Female,30-34 years,Employed full time,384.4466815
2016,Female,30-34 years,Employed part time,249.7854265
2016,Female,30-34 years,Not in the labour force  (NILF) ,232.8246073
2016,Female,30-34 years,Unemployed,33.51653458
2016,Female,35-39 years,Employed full time,298.140789
2016,Female,35-39 years,Employed part time,270.4077956
2016,Female,35-39 years,Not in the labour force  (NILF) ,206.6612157
2016,Female,35-39 years,Unemployed,31.39386638
2016,Female,40-44 years,Employed full time,332.2212239
2016,Female,40-44 years,Employed part time,280.3383504
