Year,Gender,Age_Group,Employment_Status,Average_Employed
2001,Male,20-24 years,Employed total,488.03
2001,Male,20-24 years,Not in the labour force  (NILF) ,94.16
2001,Male,20-24 years,Unemployed total,63.61
2001,Male,25-29 years,Employed full time,519.27
2001,Male,25-29 years,Employed part time,53.62
2001,Male,25-29 years,Employed total,572.89
2001,Male,25-29 years,Not in the labour force  (NILF) ,65.17
2001,Male,25-29 years,Unemployed total,48.67
2001,Male,30-34 years,Employed full time,576.47
2001,Male,30-34 years,Employed part time,47.18
2001,Male,30-34 years,Employed total,623.65
2001,Male,30-34 years,Not in the labour force  (NILF) ,54.96
2001,Male,30-34 years,Unemployed total,36.30
2001,Male,35-39 years,Employed full time,590.77
2001,Male,35-39 years,Employed part time,43.01
2001,Male,35-39 years,Employed total,633.78
2001,Male,35-39 years,Not in the labour force  (NILF) ,61.49
2001,Male,35-39 years,Unemployed total,35.02
2001,Male,40-44 years,Employed full time,591.15
2001,Male,40-44 years,Employed part time,38.79
2001,Male,40-44 years,Employed total,629.94
2001,Male,40-44 years,Not in the labour force  (NILF) ,65.41
2001,Male,40-44 years,Unemployed total,31.26
2001,Male,45-49 years,Employed full time,529.11
2001,Male,45-49 years,Employed part time,41.05
2001,Male,45-49 years,Employed total,570.16
2001,Male,45-49 years,Not in the labour force  (NILF) ,71.06
2001,Male,45-49 years,Unemployed total,28.15
2001,Male,50-54 years,Employed full time,483.60
2001,Male,50-54 years,Employed part time,43.76
2001,Male,50-54 years,Employed total,527.36
2001,Male,50-54 years,Not in the labour force  (NILF) ,93.44
2001,Male,50-54 years,Unemployed total,23.94
2001,Male,55-59 years,Employed full time,301.03
2001,Male,55-59 years,Employed part time,45.49
2001,Male,55-59 years,Employed total,346.52
2001,Male,55-59 years,Not in the labour force  (NILF) ,145.00
2001,Male,55-59 years,Unemployed total,20.65
2001,Male,60-64 years,Employed full time,142.22
2001,Male,60-64 years,Employed part time,39.45
2001,Male,60-64 years,Employed total,181.67
2001,Male,60-64 years,Not in the labour force  (NILF) ,219.42
2001,Male,60-64 years,Unemployed total,10.35
2001,Male,15-24 years,Employed full time,518.31
2001,Male,15-24 years,Employed part time,299.99
2001,Male,15-24 years,Employed total,818.30
2001,Male,15-24 years,Not in the labour force  (NILF) ,368.29
2001,Male,15-24 years,Unemployed total,139.83
2001,Male,25-34 years,Employed full time,1095.74
2001,Male,25-34 years,Employed part time,100.79
2001,Male,25-34 years,Employed total,1196.53
2001,Male,25-34 years,Not in the labour force  (NILF) ,120.13
2001,Male,25-34 years,Unemployed total,84.97
2001,Male,35-44 years,Employed full time,1181.92
2001,Male,35-44 years,Employed part time,81.80
2001,Male,35-44 years,Employed total,1263.72
2001,Male,35-44 years,Not in the labour force  (NILF) ,126.90
2001,Male,35-44 years,Unemployed total,66.28
2001,Male,45-54 years,Employed full time,1012.71
2001,Male,45-54 years,Employed part time,84.81
2001,Male,45-54 years,Employed total,1097.52
2001,Male,45-54 years,Not in the labour force  (NILF) ,164.50
2001,Male,45-54 years,Unemployed total,52.09
2001,Male,55-64 years,Employed full time,443.25
2001,Male,55-64 years,Employed part time,84.94
2001,Male,55-64 years,Employed total,528.19
2001,Male,55-64 years,Not in the labour force  (NILF) ,364.42
2001,Male,55-64 years,Unemployed total,31.00
2001,Male,15-64 years,Employed full time,4251.93
2001,Male,15-64 years,Employed part time,652.33
2001,Male,15-64 years,Employed total,4904.26
2001,Male,15-64 years,Not in the labour force  (NILF) ,1144.24
2001,Male,15-64 years,Unemployed total,374.17
2001,Male,65 years and over,Employed full time,59.32
2001,Male,65 years and over,Employed part time,44.85
2001,Male,65 years and over,Not in the labour force  (NILF) ,963.81
2001,Male,65 years and over,Unemployed total,1.57
2002,Male,15-19 years,Employed full time,139.74
2002,Male,15-19 years,Employed part time,188.46
2002,Male,15-19 years,Employed total,328.21
2002,Male,15-19 years,Not in the labour force  (NILF) ,286.27
2002,Male,15-19 years,Unemployed total,72.17
2002,Male,20-24 years,Employed full time,387.25
2002,Male,20-24 years,Employed part time,116.42
2002,Male,20-24 years,Employed total,503.67
2002,Male,20-24 years,Not in the labour force  (NILF) ,95.01
2002,Male,20-24 years,Unemployed total,60.91
2002,Male,25-29 years,Employed full time,511.74
2002,Male,25-29 years,Employed part time,55.90
2002,Male,25-29 years,Employed total,567.64
2002,Male,25-29 years,Not in the labour force  (NILF) ,62.20
2002,Male,25-29 years,Unemployed total,44.46
2002,Male,30-34 years,Employed full time,587.69
2002,Male,30-34 years,Employed part time,49.66
2002,Male,30-34 years,Employed total,637.36
2002,Male,30-34 years,Not in the labour force  (NILF) ,57.31
2002,Male,30-34 years,Unemployed total,35.84
2002,Male,35-39 years,Employed full time,581.29
2002,Male,35-39 years,Employed part time,47.50
2002,Male,35-39 years,Employed total,628.79
2002,Male,35-39 years,Not in the labour force  (NILF) ,61.58
2002,Male,35-39 years,Unemployed total,31.79
2002,Male,40-44 years,Employed full time,593.58
2002,Male,40-44 years,Employed part time,50.08
2002,Male,40-44 years,Employed total,643.67
2002,Male,40-44 years,Not in the labour force  (NILF) ,69.00
2002,Male,40-44 years,Unemployed total,28.37
2002,Male,45-49 years,Employed full time,542.81
2002,Male,45-49 years,Employed part time,41.98
2002,Male,45-49 years,Employed total,584.79
2002,Male,45-49 years,Not in the labour force  (NILF) ,67.98
2002,Male,45-49 years,Unemployed total,26.79
2002,Male,50-54 years,Employed full time,480.48
2002,Male,50-54 years,Employed part time,46.02
2002,Male,50-54 years,Employed total,526.50
2002,Male,50-54 years,Not in the labour force  (NILF) ,93.61
2002,Male,50-54 years,Unemployed total,24.16
2002,Male,55-59 years,Employed full time,325.13
2002,Male,55-59 years,Employed part time,50.73
2002,Male,55-59 years,Employed total,375.86
2002,Male,55-59 years,Not in the labour force  (NILF) ,150.16
2002,Male,55-59 years,Unemployed total,20.64
2002,Male,60-64 years,Employed full time,151.35
2002,Male,60-64 years,Employed part time,43.27
2002,Male,60-64 years,Employed total,194.62
2002,Male,60-64 years,Not in the labour force  (NILF) ,218.52
2002,Male,60-64 years,Unemployed total,10.19
2002,Male,15-24 years,Employed full time,527.00
2002,Male,15-24 years,Employed part time,304.88
2002,Male,15-24 years,Employed total,831.88
2002,Male,15-24 years,Not in the labour force  (NILF) ,381.28
2002,Male,15-24 years,Unemployed total,133.08
2002,Male,25-34 years,Employed full time,1099.43
2002,Male,25-34 years,Employed part time,105.57
2002,Male,25-34 years,Employed total,1205.00
2002,Male,25-34 years,Not in the labour force  (NILF) ,119.51
2002,Male,25-34 years,Unemployed total,80.30
2002,Male,35-44 years,Employed full time,1174.88
2002,Male,35-44 years,Employed part time,97.58
2002,Male,35-44 years,Employed total,1272.46
2002,Male,35-44 years,Not in the labour force  (NILF) ,130.58
2002,Male,35-44 years,Unemployed total,60.16
2002,Male,45-54 years,Employed full time,1023.28
2002,Male,45-54 years,Employed part time,88.00
2002,Male,45-54 years,Employed total,1111.29
2002,Male,45-54 years,Not in the labour force  (NILF) ,161.59
2002,Male,45-54 years,Unemployed total,50.96
2002,Male,55-64 years,Employed full time,476.48
2002,Male,55-64 years,Employed part time,94.00
2002,Male,55-64 years,Employed total,570.48
2002,Male,55-64 years,Not in the labour force  (NILF) ,368.68
2002,Male,55-64 years,Unemployed total,30.83
2002,Male,15-64 years,Employed full time,4301.06
2002,Male,15-64 years,Employed part time,690.03
2002,Male,15-64 years,Employed total,4991.10
2002,Male,15-64 years,Not in the labour force  (NILF) ,1161.63
2002,Male,15-64 years,Unemployed total,355.34
2002,Male,65 years and over,Employed full time,61.68
2002,Male,65 years and over,Employed part time,48.82
2002,Male,65 years and over,Not in the labour force  (NILF) ,983.10
2002,Male,65 years and over,Unemployed total,1.15
2003,Male,15-19 years,Employed full time,142.18
2003,Male,15-19 years,Employed part time,189.77
2003,Male,15-19 years,Employed total,331.95
2003,Male,15-19 years,Not in the labour force  (NILF) ,291.04
2003,Male,15-19 years,Unemployed total,67.68
2003,Male,20-24 years,Employed full time,393.47
2003,Male,20-24 years,Employed part time,128.20
2003,Male,20-24 years,Employed total,521.67
2003,Male,20-24 years,Not in the labour force  (NILF) ,100.21
2003,Male,20-24 years,Unemployed total,55.47
2003,Male,25-29 years,Employed full time,509.37
2003,Male,25-29 years,Employed part time,57.83
2003,Male,25-29 years,Employed total,567.21
2003,Male,25-29 years,Not in the labour force  (NILF) ,63.02
2003,Male,25-29 years,Unemployed total,38.51
2003,Male,30-34 years,Employed full time,596.69
2003,Male,30-34 years,Employed part time,48.96
2003,Male,30-34 years,Employed total,645.65
2003,Male,30-34 years,Not in the labour force  (NILF) ,61.09
2003,Male,30-34 years,Unemployed total,32.28
2003,Male,35-39 years,Employed full time,581.98
2003,Male,35-39 years,Employed part time,41.29
2003,Male,35-39 years,Employed total,623.27
2003,Male,35-39 years,Not in the labour force  (NILF) ,64.16
2003,Male,35-39 years,Unemployed total,28.20
2003,Male,40-44 years,Employed full time,599.96
2003,Male,40-44 years,Employed part time,47.58
2003,Male,40-44 years,Employed total,647.54
2003,Male,40-44 years,Not in the labour force  (NILF) ,74.89
2003,Male,40-44 years,Unemployed total,28.28
2003,Male,45-49 years,Employed full time,545.83
2003,Male,45-49 years,Employed part time,48.01
2003,Male,45-49 years,Employed total,593.84
2003,Male,45-49 years,Not in the labour force  (NILF) ,71.81
2003,Male,45-49 years,Unemployed total,25.93
2003,Male,50-54 years,Employed full time,487.18
2003,Male,50-54 years,Employed part time,46.38
2003,Male,50-54 years,Employed total,533.56
2003,Male,50-54 years,Not in the labour force  (NILF) ,92.80
2003,Male,50-54 years,Unemployed total,20.21
2003,Male,55-59 years,Employed full time,352.91
2003,Male,55-59 years,Employed part time,54.13
2003,Male,55-59 years,Employed total,407.04
2003,Male,55-59 years,Not in the labour force  (NILF) ,151.53
2003,Male,55-59 years,Unemployed total,19.02
2003,Male,60-64 years,Employed full time,161.06
2003,Male,60-64 years,Employed part time,47.49
2003,Male,60-64 years,Employed total,208.56
2003,Male,60-64 years,Not in the labour force  (NILF) ,218.23
2003,Male,60-64 years,Unemployed total,8.31
2003,Male,15-24 years,Employed full time,535.66
2003,Male,15-24 years,Employed part time,317.97
2003,Male,15-24 years,Employed total,853.62
2003,Male,15-24 years,Not in the labour force  (NILF) ,391.25
2003,Male,15-24 years,Unemployed total,123.15
2003,Male,25-34 years,Employed full time,1106.06
2003,Male,25-34 years,Employed part time,106.79
2003,Male,25-34 years,Employed total,1212.85
2003,Male,25-34 years,Not in the labour force  (NILF) ,124.11
2003,Male,25-34 years,Unemployed total,70.79
2003,Male,35-44 years,Employed full time,1181.94
2003,Male,35-44 years,Employed part time,88.87
2003,Male,35-44 years,Employed total,1270.81
2003,Male,35-44 years,Not in the labour force  (NILF) ,139.05
2003,Male,35-44 years,Unemployed total,56.48
2003,Male,45-54 years,Employed full time,1033.00
2003,Male,45-54 years,Employed part time,94.39
2003,Male,45-54 years,Employed total,1127.39
2003,Male,45-54 years,Not in the labour force  (NILF) ,164.61
2003,Male,45-54 years,Unemployed total,46.14
2003,Male,55-64 years,Employed full time,513.97
2003,Male,55-64 years,Employed part time,101.63
2003,Male,55-64 years,Employed total,615.60
2003,Male,55-64 years,Not in the labour force  (NILF) ,369.76
2003,Male,55-64 years,Unemployed total,27.33
2003,Male,15-64 years,Employed full time,4370.63
2003,Male,15-64 years,Employed part time,709.65
2003,Male,15-64 years,Employed total,5080.28
2003,Male,15-64 years,Not in the labour force  (NILF) ,1188.78
2003,Male,15-64 years,Unemployed total,323.90
2003,Male,65 years and over,Employed full time,59.30
2003,Male,65 years and over,Employed part time,52.86
2003,Male,65 years and over,Not in the labour force  (NILF) ,1006.00
2003,Male,65 years and over,Unemployed total,0.98
2004,Male,15-19 years,Employed full time,145.63
2004,Male,15-19 years,Employed part time,193.32
2004,Male,15-19 years,Employed total,338.94
2004,Male,15-19 years,Not in the labour force  (NILF) ,290.16
2004,Male,15-19 years,Unemployed total,66.30
2004,Male,20-24 years,Employed full time,405.48
2004,Male,20-24 years,Employed part time,127.48
2004,Male,20-24 years,Employed total,532.96
2004,Male,20-24 years,Not in the labour force  (NILF) ,110.43
2004,Male,20-24 years,Unemployed total,50.87
2004,Male,25-29 years,Employed full time,511.75
2004,Male,25-29 years,Employed part time,59.14
2004,Male,25-29 years,Employed total,570.89
2004,Male,25-29 years,Not in the labour force  (NILF) ,62.78
2004,Male,25-29 years,Unemployed total,34.44
2004,Male,30-34 years,Employed full time,603.51
2004,Male,30-34 years,Employed part time,50.03
2004,Male,30-34 years,Employed total,653.54
2004,Male,30-34 years,Not in the labour force  (NILF) ,59.13
2004,Male,30-34 years,Unemployed total,27.57
2004,Male,35-39 years,Employed full time,588.06
2004,Male,35-39 years,Employed part time,43.34
2004,Male,35-39 years,Employed total,631.40
2004,Male,35-39 years,Not in the labour force  (NILF) ,61.77
2004,Male,35-39 years,Unemployed total,22.71
2004,Male,40-44 years,Employed full time,605.79
2004,Male,40-44 years,Employed part time,48.27
2004,Male,40-44 years,Employed total,654.06
2004,Male,40-44 years,Not in the labour force  (NILF) ,74.54
2004,Male,40-44 years,Unemployed total,26.02
2004,Male,45-49 years,Employed full time,556.79
2004,Male,45-49 years,Employed part time,48.46
2004,Male,45-49 years,Employed total,605.26
2004,Male,45-49 years,Not in the labour force  (NILF) ,77.60
2004,Male,45-49 years,Unemployed total,22.37
2004,Male,50-54 years,Employed full time,496.32
2004,Male,50-54 years,Employed part time,44.56
2004,Male,50-54 years,Employed total,540.87
2004,Male,50-54 years,Not in the labour force  (NILF) ,93.10
2004,Male,50-54 years,Unemployed total,17.55
2004,Male,55-59 years,Employed full time,372.18
2004,Male,55-59 years,Employed part time,54.95
2004,Male,55-59 years,Employed total,427.13
2004,Male,55-59 years,Not in the labour force  (NILF) ,154.14
2004,Male,55-59 years,Unemployed total,16.94
2004,Male,60-64 years,Employed full time,175.08
2004,Male,60-64 years,Employed part time,50.00
2004,Male,60-64 years,Employed total,225.08
2004,Male,60-64 years,Not in the labour force  (NILF) ,216.94
2004,Male,60-64 years,Unemployed total,9.42
2004,Male,15-24 years,Employed full time,551.11
2004,Male,15-24 years,Employed part time,320.80
2004,Male,15-24 years,Employed total,871.90
2004,Male,15-24 years,Not in the labour force  (NILF) ,400.59
2004,Male,15-24 years,Unemployed total,117.17
2004,Male,25-34 years,Employed full time,1115.26
2004,Male,25-34 years,Employed part time,109.18
2004,Male,25-34 years,Employed total,1224.43
2004,Male,25-34 years,Not in the labour force  (NILF) ,121.91
2004,Male,25-34 years,Unemployed total,62.01
2004,Male,35-44 years,Employed full time,1193.85
2004,Male,35-44 years,Employed part time,91.61
2004,Male,35-44 years,Employed total,1285.46
2004,Male,35-44 years,Not in the labour force  (NILF) ,136.31
2004,Male,35-44 years,Unemployed total,48.72
2004,Male,45-54 years,Employed full time,1053.11
2004,Male,45-54 years,Employed part time,93.02
2004,Male,45-54 years,Employed total,1146.13
2004,Male,45-54 years,Not in the labour force  (NILF) ,170.70
2004,Male,45-54 years,Unemployed total,39.92
2004,Male,55-64 years,Employed full time,547.26
2004,Male,55-64 years,Employed part time,104.94
2004,Male,55-64 years,Employed total,652.21
2004,Male,55-64 years,Not in the labour force  (NILF) ,371.08
2004,Male,55-64 years,Unemployed total,26.37
2004,Male,15-64 years,Employed full time,4460.59
2004,Male,15-64 years,Employed part time,719.55
2004,Male,15-64 years,Employed total,5180.14
2004,Male,15-64 years,Not in the labour force  (NILF) ,1200.60
2004,Male,15-64 years,Unemployed total,294.19
2004,Male,65 years and over,Employed full time,60.27
2004,Male,65 years and over,Employed part time,56.28
2004,Male,65 years and over,Not in the labour force  (NILF) ,1027.13
2004,Male,65 years and over,Unemployed total,1.14
2005,Male,15-19 years,Employed full time,155.73
2005,Male,15-19 years,Employed part time,193.92
2005,Male,15-19 years,Employed total,349.65
2005,Male,15-19 years,Not in the labour force  (NILF) ,289.78
2005,Male,15-19 years,Unemployed total,64.07
2005,Male,20-24 years,Employed full time,422.92
2005,Male,20-24 years,Employed part time,134.74
2005,Male,20-24 years,Employed total,557.66
2005,Male,20-24 years,Not in the labour force  (NILF) ,105.89
2005,Male,20-24 years,Unemployed total,46.76
2005,Male,25-29 years,Employed full time,516.38
2005,Male,25-29 years,Employed part time,61.27
2005,Male,25-29 years,Employed total,577.65
2005,Male,25-29 years,Not in the labour force  (NILF) ,64.69
2005,Male,25-29 years,Unemployed total,31.71
2005,Male,30-34 years,Employed full time,602.13
2005,Male,30-34 years,Employed part time,49.00
2005,Male,30-34 years,Employed total,651.13
2005,Male,30-34 years,Not in the labour force  (NILF) ,57.35
2005,Male,30-34 years,Unemployed total,27.45
2005,Male,35-39 years,Employed full time,596.07
2005,Male,35-39 years,Employed part time,47.43
2005,Male,35-39 years,Employed total,643.50
2005,Male,35-39 years,Not in the labour force  (NILF) ,60.32
2005,Male,35-39 years,Unemployed total,21.88
2005,Male,40-44 years,Employed full time,613.81
2005,Male,40-44 years,Employed part time,50.82
2005,Male,40-44 years,Employed total,664.63
2005,Male,40-44 years,Not in the labour force  (NILF) ,66.80
2005,Male,40-44 years,Unemployed total,21.90
2005,Male,45-49 years,Employed full time,578.47
2005,Male,45-49 years,Employed part time,47.25
2005,Male,45-49 years,Employed total,625.72
2005,Male,45-49 years,Not in the labour force  (NILF) ,72.59
2005,Male,45-49 years,Unemployed total,19.44
2005,Male,50-54 years,Employed full time,501.93
2005,Male,50-54 years,Employed part time,46.96
2005,Male,50-54 years,Employed total,548.88
2005,Male,50-54 years,Not in the labour force  (NILF) ,91.53
2005,Male,50-54 years,Unemployed total,18.32
2005,Male,55-59 years,Employed full time,389.99
2005,Male,55-59 years,Employed part time,56.92
2005,Male,55-59 years,Employed total,446.90
2005,Male,55-59 years,Not in the labour force  (NILF) ,151.75
2005,Male,55-59 years,Unemployed total,16.83
2005,Male,60-64 years,Employed full time,194.54
2005,Male,60-64 years,Employed part time,51.01
2005,Male,60-64 years,Employed total,245.55
2005,Male,60-64 years,Not in the labour force  (NILF) ,215.28
2005,Male,60-64 years,Unemployed total,9.77
2005,Male,15-24 years,Employed full time,578.65
2005,Male,15-24 years,Employed part time,328.66
2005,Male,15-24 years,Employed total,907.31
2005,Male,15-24 years,Not in the labour force  (NILF) ,395.67
2005,Male,15-24 years,Unemployed total,110.83
2005,Male,25-34 years,Employed full time,1118.51
2005,Male,25-34 years,Employed part time,110.27
2005,Male,25-34 years,Employed total,1228.78
2005,Male,25-34 years,Not in the labour force  (NILF) ,122.04
2005,Male,25-34 years,Unemployed total,59.16
2005,Male,35-44 years,Employed full time,1209.87
2005,Male,35-44 years,Employed part time,98.26
2005,Male,35-44 years,Employed total,1308.13
2005,Male,35-44 years,Not in the labour force  (NILF) ,127.12
2005,Male,35-44 years,Unemployed total,43.78
2005,Male,45-54 years,Employed full time,1080.40
2005,Male,45-54 years,Employed part time,94.20
2005,Male,45-54 years,Employed total,1174.60
2005,Male,45-54 years,Not in the labour force  (NILF) ,164.12
2005,Male,45-54 years,Unemployed total,37.76
2005,Male,55-64 years,Employed full time,584.52
2005,Male,55-64 years,Employed part time,107.93
2005,Male,55-64 years,Employed total,692.45
2005,Male,55-64 years,Not in the labour force  (NILF) ,367.03
2005,Male,55-64 years,Unemployed total,26.60
2005,Male,15-64 years,Employed full time,4571.95
2005,Male,15-64 years,Employed part time,739.33
2005,Male,15-64 years,Employed total,5311.27
2005,Male,15-64 years,Not in the labour force  (NILF) ,1175.99
2005,Male,15-64 years,Unemployed total,278.13
2005,Male,65 years and over,Employed full time,72.93
2005,Male,65 years and over,Employed part time,59.09
2005,Male,65 years and over,Not in the labour force  (NILF) ,1039.81
2005,Male,65 years and over,Unemployed total,1.08
2006,Male,15-19 years,Employed full time,152.35
2006,Male,15-19 years,Employed part time,199.34
2006,Male,15-19 years,Employed total,351.68
2006,Male,15-19 years,Not in the labour force  (NILF) ,296.23
2006,Male,15-19 years,Unemployed total,64.89
2006,Male,20-24 years,Employed full time,438.01
2006,Male,20-24 years,Employed part time,138.66
2006,Male,20-24 years,Employed total,576.67
2006,Male,20-24 years,Not in the labour force  (NILF) ,105.96
2006,Male,20-24 years,Unemployed total,44.62
2006,Male,25-29 years,Employed full time,536.53
2006,Male,25-29 years,Employed part time,61.72
2006,Male,25-29 years,Employed total,598.25
2006,Male,25-29 years,Not in the labour force  (NILF) ,62.10
2006,Male,25-29 years,Unemployed total,29.74
2006,Male,30-34 years,Employed full time,596.82
2006,Male,30-34 years,Employed part time,46.73
2006,Male,30-34 years,Employed total,643.55
2006,Male,30-34 years,Not in the labour force  (NILF) ,57.31
2006,Male,30-34 years,Unemployed total,25.65
2006,Male,35-39 years,Employed full time,612.71
2006,Male,35-39 years,Employed part time,49.55
2006,Male,35-39 years,Employed total,662.26
2006,Male,35-39 years,Not in the labour force  (NILF) ,63.05
2006,Male,35-39 years,Unemployed total,19.57
2006,Male,40-44 years,Employed full time,606.21
2006,Male,40-44 years,Employed part time,52.26
2006,Male,40-44 years,Employed total,658.48
2006,Male,40-44 years,Not in the labour force  (NILF) ,69.98
2006,Male,40-44 years,Unemployed total,20.03
2006,Male,45-49 years,Employed full time,584.34
2006,Male,45-49 years,Employed part time,52.62
2006,Male,45-49 years,Employed total,636.96
2006,Male,45-49 years,Not in the labour force  (NILF) ,74.52
2006,Male,45-49 years,Unemployed total,18.78
2006,Male,50-54 years,Employed full time,507.82
2006,Male,50-54 years,Employed part time,51.59
2006,Male,50-54 years,Employed total,559.41
2006,Male,50-54 years,Not in the labour force  (NILF) ,89.79
2006,Male,50-54 years,Unemployed total,20.15
2006,Male,55-59 years,Employed full time,400.00
2006,Male,55-59 years,Employed part time,61.85
2006,Male,55-59 years,Employed total,461.85
2006,Male,55-59 years,Not in the labour force  (NILF) ,149.31
2006,Male,55-59 years,Unemployed total,15.54
2006,Male,60-64 years,Employed full time,205.13
2006,Male,60-64 years,Employed part time,60.49
2006,Male,60-64 years,Employed total,265.61
2006,Male,60-64 years,Not in the labour force  (NILF) ,217.29
2006,Male,60-64 years,Unemployed total,11.22
2006,Male,15-24 years,Employed full time,590.36
2006,Male,15-24 years,Employed part time,338.00
2006,Male,15-24 years,Employed total,928.35
2006,Male,15-24 years,Not in the labour force  (NILF) ,402.19
2006,Male,15-24 years,Unemployed total,109.51
2006,Male,25-34 years,Employed full time,1133.35
2006,Male,25-34 years,Employed part time,108.45
2006,Male,25-34 years,Employed total,1241.80
2006,Male,25-34 years,Not in the labour force  (NILF) ,119.41
2006,Male,25-34 years,Unemployed total,55.38
2006,Male,35-44 years,Employed full time,1218.92
2006,Male,35-44 years,Employed part time,101.81
2006,Male,35-44 years,Employed total,1320.73
2006,Male,35-44 years,Not in the labour force  (NILF) ,133.03
2006,Male,35-44 years,Unemployed total,39.60
2006,Male,45-54 years,Employed full time,1092.16
2006,Male,45-54 years,Employed part time,104.21
2006,Male,45-54 years,Employed total,1196.37
2006,Male,45-54 years,Not in the labour force  (NILF) ,164.31
2006,Male,45-54 years,Unemployed total,38.93
2006,Male,55-64 years,Employed full time,605.13
2006,Male,55-64 years,Employed part time,122.33
2006,Male,55-64 years,Employed total,727.46
2006,Male,55-64 years,Not in the labour force  (NILF) ,366.60
2006,Male,55-64 years,Unemployed total,26.76
2006,Male,15-64 years,Employed full time,4639.91
2006,Male,15-64 years,Employed part time,774.79
2006,Male,15-64 years,Employed total,5414.71
2006,Male,15-64 years,Not in the labour force  (NILF) ,1185.53
2006,Male,15-64 years,Unemployed total,270.18
2006,Male,65 years and over,Employed full time,81.17
2006,Male,65 years and over,Employed part time,63.65
2006,Male,65 years and over,Not in the labour force  (NILF) ,1055.70
2006,Male,65 years and over,Unemployed total,2.02
2007,Male,15-19 years,Employed full time,160.45
2007,Male,15-19 years,Employed part time,201.62
2007,Male,15-19 years,Employed total,362.07
2007,Male,15-19 years,Not in the labour force  (NILF) ,305.54
2007,Male,15-19 years,Unemployed total,59.34
2007,Male,20-24 years,Employed full time,454.32
2007,Male,20-24 years,Employed part time,141.67
2007,Male,20-24 years,Employed total,596.00
2007,Male,20-24 years,Not in the labour force  (NILF) ,110.36
2007,Male,20-24 years,Unemployed total,40.95
2007,Male,25-29 years,Employed full time,564.96
2007,Male,25-29 years,Employed part time,64.35
2007,Male,25-29 years,Employed total,629.31
2007,Male,25-29 years,Not in the labour force  (NILF) ,58.44
2007,Male,25-29 years,Unemployed total,27.88
2007,Male,30-34 years,Employed full time,596.25
2007,Male,30-34 years,Employed part time,48.63
2007,Male,30-34 years,Employed total,644.87
2007,Male,30-34 years,Not in the labour force  (NILF) ,53.92
2007,Male,30-34 years,Unemployed total,21.15
2007,Male,35-39 years,Employed full time,639.60
2007,Male,35-39 years,Employed part time,47.07
2007,Male,35-39 years,Employed total,686.67
2007,Male,35-39 years,Not in the labour force  (NILF) ,59.56
2007,Male,35-39 years,Unemployed total,19.51
2007,Male,40-44 years,Employed full time,609.90
2007,Male,40-44 years,Employed part time,48.05
2007,Male,40-44 years,Employed total,657.96
2007,Male,40-44 years,Not in the labour force  (NILF) ,68.48
2007,Male,40-44 years,Unemployed total,16.32
2007,Male,45-49 years,Employed full time,606.23
2007,Male,45-49 years,Employed part time,54.78
2007,Male,45-49 years,Employed total,661.01
2007,Male,45-49 years,Not in the labour force  (NILF) ,69.53
2007,Male,45-49 years,Unemployed total,14.91
2007,Male,50-54 years,Employed full time,517.90
2007,Male,50-54 years,Employed part time,52.66
2007,Male,50-54 years,Employed total,570.56
2007,Male,50-54 years,Not in the labour force  (NILF) ,92.80
2007,Male,50-54 years,Unemployed total,17.29
2007,Male,55-59 years,Employed full time,410.13
2007,Male,55-59 years,Employed part time,59.70
2007,Male,55-59 years,Employed total,469.83
2007,Male,55-59 years,Not in the labour force  (NILF) ,143.30
2007,Male,55-59 years,Unemployed total,13.11
2007,Male,60-64 years,Employed full time,221.71
2007,Male,60-64 years,Employed part time,68.15
2007,Male,60-64 years,Employed total,289.86
2007,Male,60-64 years,Not in the labour force  (NILF) ,230.48
2007,Male,60-64 years,Unemployed total,8.89
2007,Male,15-24 years,Employed full time,614.77
2007,Male,15-24 years,Employed part time,343.30
2007,Male,15-24 years,Employed total,958.07
2007,Male,15-24 years,Not in the labour force  (NILF) ,415.90
2007,Male,15-24 years,Unemployed total,100.29
2007,Male,25-34 years,Employed full time,1161.21
2007,Male,25-34 years,Employed part time,112.97
2007,Male,25-34 years,Employed total,1274.18
2007,Male,25-34 years,Not in the labour force  (NILF) ,112.36
2007,Male,25-34 years,Unemployed total,49.03
2007,Male,35-44 years,Employed full time,1249.51
2007,Male,35-44 years,Employed part time,95.12
2007,Male,35-44 years,Employed total,1344.63
2007,Male,35-44 years,Not in the labour force  (NILF) ,128.04
2007,Male,35-44 years,Unemployed total,35.84
2007,Male,45-54 years,Employed full time,1124.13
2007,Male,45-54 years,Employed part time,107.44
2007,Male,45-54 years,Employed total,1231.57
2007,Male,45-54 years,Not in the labour force  (NILF) ,162.34
2007,Male,45-54 years,Unemployed total,32.21
2007,Male,55-64 years,Employed full time,631.84
2007,Male,55-64 years,Employed part time,127.85
2007,Male,55-64 years,Employed total,759.69
2007,Male,55-64 years,Not in the labour force  (NILF) ,373.78
2007,Male,55-64 years,Unemployed total,22.00
2007,Male,15-64 years,Employed full time,4781.46
2007,Male,15-64 years,Employed part time,786.68
2007,Male,15-64 years,Employed total,5568.14
2007,Male,15-64 years,Not in the labour force  (NILF) ,1192.42
2007,Male,15-64 years,Unemployed total,239.36
2007,Male,65 years and over,Employed full time,92.12
2007,Male,65 years and over,Employed part time,72.19
2007,Male,65 years and over,Not in the labour force  (NILF) ,1072.29
2007,Male,65 years and over,Unemployed total,2.00
2008,Male,15-19 years,Employed full time,171.29
2008,Male,15-19 years,Employed part time,207.39
